miles,location,name,sex,w,l,d,division,from,to,players_links
2346,"USA, California, Los Angeles",Adelaida Ruiz,female,9,0,0,super fly,2017,2019,https://boxrec.com/en/proboxer/789726
2346,"USA, California, Los Angeles",Adan Ochoa,male,10,1,0,feather,2016,2019,https://boxrec.com/en/proboxer/781963
2346,"USA, California, Los Angeles",Maricela Cornejo,female,13,4,0,middle,2012,2019,https://boxrec.com/en/proboxer/622745
2346,"USA, California, Los Angeles",Pedro Valencia,male,8,0,0,light,2017,2019,https://boxrec.com/en/proboxer/795464
2346,"USA, California, Los Angeles",Jose Antonio de la Torre,male,2,0,0,light heavy,2018,2018,https://boxrec.com/en/proboxer/849108
2346,"USA, California, Los Angeles",Achilles Dior,male,2,1,0,cruiser,2018,2019,https://boxrec.com/en/proboxer/847691
2346,"USA, California, Los Angeles",Alexander Enriquez,male,11,0,3,super bantam,2016,2019,https://boxrec.com/en/proboxer/757311
2346,"USA, California, Los Angeles",Ernel Fontanilla,male,9,4,2,feather,2002,2019,https://boxrec.com/en/proboxer/287375
2346,"USA, California, Los Angeles",Juan de Dios Avila,male,1,0,0,feather,2018,2018,https://boxrec.com/en/proboxer/861936
2346,"USA, California, South Gate",Anthony Casillas,male,8,1,0,super bantam,2015,2019,https://boxrec.com/en/proboxer/744044
2346,"USA, California, Los Angeles",Isaac Freeman,male,3,8,2,welter,2015,2019,https://boxrec.com/en/proboxer/714811
2346,"USA, California, Los Angeles",Saul Bustos,male,10,0,1,welter,2014,2019,https://boxrec.com/en/proboxer/692282
2346,"USA, California, Los Angeles",Vyacheslav Barsukov,male,7,0,0,super middle,2014,2019,https://boxrec.com/en/proboxer/703898
2346,"USA, California, Los Angeles",Rafael Alexander Delgado,male,6,1,0,super bantam,2017,2019,https://boxrec.com/en/proboxer/795463
2346,"USA, California, Los Angeles",Emmanuel Castro,male,2,7,1,super feather,2009,2019,https://boxrec.com/en/proboxer/520840
2346,"USA, California, Los Angeles",David Morales,male,4,3,2,welter,2010,2019,https://boxrec.com/en/proboxer/540462
2346,"USA, California, Los Angeles",Ricardo Cuellar,male,5,4,0,super bantam,2016,2019,https://boxrec.com/en/proboxer/763873
2346,"USA, California, Los Angeles",George Navarro,male,7,0,1,super fly,2016,2019,https://boxrec.com/en/proboxer/783894
2346,"USA, California, Los Angeles",Jose Maria Delgado,male,5,0,3,super feather,2017,2019,https://boxrec.com/en/proboxer/791056
2346,"USA, California, Los Angeles",Alec Zavala,male,4,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/861432
2346,"USA, California, Los Angeles",Yovani Rodarte,male,10,2,1,light,2015,2019,https://boxrec.com/en/proboxer/720741
2346,"USA, California, Los Angeles",Daniel Guzman,male,2,2,2,super bantam,2017,2019,https://boxrec.com/en/proboxer/795083
2346,"USA, California, Los Angeles",Jamel Reynolds,male,2,7,0,cruiser,2013,2019,https://boxrec.com/en/proboxer/648639
2346,"USA, California, Los Angeles",Moises Fuentes,male,3,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/870109
2346,"USA, California, Los Angeles",John Eric Ward,male,3,0,0,super middle,2018,2019,https://boxrec.com/en/proboxer/826092
2346,"USA, California, Los Angeles",Raymond Chacon,male,7,40,1,feather,2011,2019,https://boxrec.com/en/proboxer/561720
2346,"USA, California, Los Angeles",Jarrod Tennant,male,4,0,0,middle,2013,2019,https://boxrec.com/en/proboxer/662039
2346,"USA, California, Los Angeles",Ivan Ortiz,male,3,1,1,light,2018,2018,https://boxrec.com/en/proboxer/826108
2346,"USA, California, Los Angeles",Oscar Acevedo,male,5,0,0,light,2017,2019,https://boxrec.com/en/proboxer/804519
2346,"USA, Nevada, Carson City",Diego Elizondo,male,2,1,2,light,2017,2019,https://boxrec.com/en/proboxer/806548
2346,"USA, California, Los Angeles",Jee Hoon Kim,male,6,0,0,super fly,2018,2019,https://boxrec.com/en/proboxer/825109
2346,"USA, California, Los Angeles",Fredee Gonzalez,female,6,15,1,bantam,2003,2019,https://boxrec.com/en/proboxer/189354
2346,"USA, California, Los Angeles",Terrell Adams,male,1,0,0,super welter,2019,2019,https://boxrec.com/en/proboxer/895784
2346,"USA, California, Los Angeles",Eric Tylertucker,male,4,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/876437
2346,"USA, California, Los Angeles",Ruben Rodarte,male,0,2,0,super light,2018,2019,https://boxrec.com/en/proboxer/867789
2346,"USA, California, Los Angeles",Michael Cocom,male,2,0,0,,2018,2019,https://boxrec.com/en/proboxer/854633
2346,"USA, California, Los Angeles",David Roberts,male,3,0,0,light heavy,2018,2018,https://boxrec.com/en/proboxer/855780
2346,"USA, California, Los Angeles",Eddie Jackson,male,1,0,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/889576
2346,"USA, California, Los Angeles",Deidre Yumi Hamaguchi,female,2,8,5,minimum,2000,2019,https://boxrec.com/en/proboxer/20228
2346,"USA, California, Los Angeles",Cristopher Rios,male,2,0,0,light fly,2019,2019,https://boxrec.com/en/proboxer/894917
2346,"USA, California, Sunland",Carlos Isidro Lopez,male,2,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/883030
2346,"USA, California, Los Angeles",Jose Martinez,male,2,0,0,super bantam,2019,2019,https://boxrec.com/en/proboxer/874901
2346,"USA, California, Los Angeles",Salvador Cervantes,male,1,3,1,fly,2006,2019,https://boxrec.com/en/proboxer/369354
2346,"USA, California, Los Angeles",Arman Darchinyan,male,1,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/862516
2346,"USA, California, Los Angeles",Daniel Silva,male,1,1,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/871488
2346,"USA, California, Los Angeles",Steve Von Euw,male,1,0,0,super welter,2018,2018,https://boxrec.com/en/proboxer/862155
2346,"USA, California, Los Angeles",Michael Soria,male,1,0,0,super feather,2018,2018,https://boxrec.com/en/proboxer/867787
2346,"USA, California, Los Angeles",Christopher Rueda,male,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/872805
2346,"USA, California, Los Angeles",Pablo Melgar,male,2,0,1,feather,2018,2019,https://boxrec.com/en/proboxer/849445
2346,"USA, California, Los Angeles",Kenny Brown,male,2,1,0,welter,2018,2018,https://boxrec.com/en/proboxer/847500
2346,"USA, California, Los Angeles",Edgar Guizar,male,1,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/867161
2346,"USA, California, Los Angeles",Eric Rodriguez,male,1,3,1,super light,2017,2018,https://boxrec.com/en/proboxer/814250
2346,"USA, California, Los Angeles",Patricio Manuel,male,1,0,0,super feather,2018,2018,https://boxrec.com/en/proboxer/846760
2346,"USA, California, Los Angeles",Lucnor Diserne,male,0,4,1,super feather,2015,2019,https://boxrec.com/en/proboxer/737723
2346,"USA, California, Los Angeles",Jarod Oceguera,male,1,0,0,super fly,2019,2019,https://boxrec.com/en/proboxer/871918
2346,"USA, California, Los Angeles",Travon McMillan,male,1,0,0,super welter,2019,2019,https://boxrec.com/en/proboxer/879345
2346,"USA, California, Los Angeles",Johnie White,male,1,2,0,welter,2016,2019,https://boxrec.com/en/proboxer/757309
2346,"USA, California, Los Angeles",Juan Urbina,male,0,4,1,bantam,2012,2018,https://boxrec.com/en/proboxer/626066
2346,"USA, California, Los Angeles",Kendall Mayes-Taylor,male,0,2,0,super middle,2019,2019,https://boxrec.com/en/proboxer/842035
2346,"USA, California, Los Angeles",Joel Bermudez,male,0,3,0,fly,2018,2019,https://boxrec.com/en/proboxer/844277
2346,"USA, California, Los Angeles",Florin Moraru,male,0,2,0,super feather,2018,2019,https://boxrec.com/en/proboxer/845691
2347,"USA, California, Burbank",Razvan Cojanu,male,17,6,0,heavy,2011,2019,https://boxrec.com/en/proboxer/565200
2347,"USA, California, Huntington Park",David Gomez,male,1,0,0,light,2019,2019,https://boxrec.com/en/proboxer/869675
2347,"USA, California, Huntington Park",Sergio Quiroz,male,6,3,0,super bantam,2016,2019,https://boxrec.com/en/proboxer/743416
2347,"USA, California, Lynwood",Bradley Pena,male,0,0,1,super welter,2019,2019,https://boxrec.com/en/proboxer/892347
2349,"USA, California, Long Beach",Malcolm McAllister,male,9,4,0,middle,2014,2019,https://boxrec.com/en/proboxer/704143
2349,"USA, California, Compton",Lucius Johnson,male,4,6,1,super welter,2015,2019,https://boxrec.com/en/proboxer/723497
2349,"USA, California, Long Beach",Anthony Sanchez,male,9,1,1,super feather,2016,2019,https://boxrec.com/en/proboxer/746939
2349,"USA, California, Compton",Daniel Constantino,male,4,3,2,bantam,2015,2019,https://boxrec.com/en/proboxer/723531
2349,"USA, California, Compton",Sergio Antonio Gonzalez,male,2,4,0,super feather,2017,2019,https://boxrec.com/en/proboxer/819550
2349,"USA, California, Compton",Joseph Garcia,male,1,0,0,super bantam,2019,2019,https://boxrec.com/en/proboxer/871323
2349,"USA, California, Long Beach",Eduardo Herrera,male,2,14,0,welter,2008,2019,https://boxrec.com/en/proboxer/474074
2349,"USA, California, Compton",Jaime Meza,male,0,3,0,middle,2019,2019,https://boxrec.com/en/proboxer/872248
2350,"USA, California, Hollywood",Thomas Herrera,male,11,22,1,light,2008,2019,https://boxrec.com/en/proboxer/469035
2350,"USA, California, Hollywood",Katsuma Akitsugi,male,3,0,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/859897
2350,"USA, California, Hollywood",Aida Satybaldinova,female,5,2,1,light,2018,2019,https://boxrec.com/en/proboxer/827895
2350,"USA, California, Hollywood",Jorge Gonzalez,male,7,2,0,super welter,2014,2019,https://boxrec.com/en/proboxer/703334
2351,"USA, California, Pacoima",Saul Sanchez,male,12,1,0,bantam,2016,2019,https://boxrec.com/en/proboxer/746614
2351,"USA, California, Parlier",Evan Anthony Sanchez,male,5,0,0,super welter,2017,2019,https://boxrec.com/en/proboxer/822785
2351,"USA, California, Pacoima",Roger Gutierrez,male,9,5,2,super feather,2016,2019,https://boxrec.com/en/proboxer/749720
2351,"USA, California, Lindsay",Ivan Varela,male,3,2,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/825269
2351,"USA, California, Pacoima",Eloy Secundino-tello,male,1,0,0,super feather,2019,2019,https://boxrec.com/en/proboxer/893825
2352,"USA, California, Carson",Tugstsogt Nyambayar,male,11,0,0,feather,2015,2019,https://boxrec.com/en/proboxer/713980
2352,"USA, California, Carson",Charles Martin,male,27,2,1,heavy,2012,2019,https://boxrec.com/en/proboxer/631078
2352,"USA, California, North Hollywood",Emilio Sanchez,male,18,1,0,feather,2013,2019,https://boxrec.com/en/proboxer/641370
2352,"USA, California, North Hollywood",Rey Perez,male,24,11,0,super light,2009,2019,https://boxrec.com/en/proboxer/491015
2352,"USA, California, North Hollywood",Jesus Soto Karass,male,29,13,4,super welter,2001,2018,https://boxrec.com/en/proboxer/124566
2352,"USA, California, North Hollywood",Ronald Cruz,male,16,1,0,super welter,2014,2019,https://boxrec.com/en/proboxer/697498
2352,"USA, California, North Hollywood",Ferdinand Kerobyan,male,12,1,0,welter,2016,2019,https://boxrec.com/en/proboxer/781258
2352,"USA, California, North Hollywood",Martin Saldana,male,13,0,0,middle,2017,2019,https://boxrec.com/en/proboxer/811976
2352,"USA, California, North Hollywood",Frankie Lopez,male,12,1,1,cruiser,2016,2019,https://boxrec.com/en/proboxer/769503
2352,"USA, California, North Hollywood",James Wilson,male,7,0,1,heavy,2017,2019,https://boxrec.com/en/proboxer/795218
2352,"USA, California, North Hollywood",Marco Deckmann,male,3,1,0,cruiser,2018,2019,https://boxrec.com/en/proboxer/843486
2352,"USA, California, Carson",George Fa'avae,male,4,0,0,heavy,2015,2018,https://boxrec.com/en/proboxer/720238
2352,"USA, California, North Hollywood",Francisco Alfaro,male,0,3,0,light heavy,2017,2019,https://boxrec.com/en/proboxer/799621
2353,"USA, California, Gardena",Steven Pichardo,male,6,1,0,super middle,2016,2019,https://boxrec.com/en/proboxer/764138
2353,"USA, California, Gardena",Markus Jones,male,3,2,0,welter,2017,2019,https://boxrec.com/en/proboxer/815781
2353,"USA, California, Sylmar",Aram Nalbandyan,male,2,0,0,cruiser,2018,2019,https://boxrec.com/en/proboxer/865482
2353,"USA, California, Wilmington",Alejandro Lopez Huerta,male,1,4,0,light,2018,2019,https://boxrec.com/en/proboxer/831578
2354,"USA, California, Panorama City",Vardges Vardanyan,male,7,0,0,super welter,2017,2019,https://boxrec.com/en/proboxer/794150
2354,"USA, California, Inglewood",Eric Flores,male,9,0,0,super light,2012,2019,https://boxrec.com/en/proboxer/606608
2354,"USA, California, Mission Hills",Eric Murguia,male,6,0,0,light heavy,2017,2019,https://boxrec.com/en/proboxer/810497
2354,"USA, California, Inglewood",Eridanni Leon,male,6,3,0,welter,2013,2019,https://boxrec.com/en/proboxer/645504
2354,"USA, California, Inglewood",Eduardo Diaz,male,3,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/862658
2355,"USA, California, Beverly Hills",Artur Akavov,male,20,3,0,middle,2011,2019,https://boxrec.com/en/proboxer/564163
2355,"USA, California, San Pedro",Isaac Zarate,male,16,5,4,super bantam,2011,2019,https://boxrec.com/en/proboxer/585662
2355,"USA, California, Sherman Oaks",Cem Kilic,male,14,0,0,super middle,2014,2019,https://boxrec.com/en/proboxer/704135
2355,"USA, California, Sherman Oaks",Nikoloz Sekhniashvili,male,4,0,0,super middle,2018,2019,https://boxrec.com/en/proboxer/836376
2355,"USA, California, Van Nuys",Emilio Carlos Rodriquez,male,3,1,1,middle,2017,2019,https://boxrec.com/en/proboxer/814828
2355,"USA, California, San Pedro",Ivan Zarate,male,1,0,0,feather,2019,2019,https://boxrec.com/en/proboxer/900105
2356,"USA, California, Torrance",Joshua Zuniga,male,11,1,0,super feather,2015,2019,https://boxrec.com/en/proboxer/737495
2356,"USA, California, Torrance",Cristobal Ortiz,male,4,0,0,welter,2017,2019,https://boxrec.com/en/proboxer/789071
2358,"USA, California, Encino",Terrell Gausha,male,21,1,1,super welter,2012,2019,https://boxrec.com/en/proboxer/629464
2359,"USA, California, Marina del Rey",Viktor Postol,male,31,2,0,super light,2007,2019,https://boxrec.com/en/proboxer/432621
2359,"USA, California, Northridge",Ming Freeman,male,1,5,1,super bantam,2017,2019,https://boxrec.com/en/proboxer/805293
2360,"USA, California, Reseda",Aleem Jumakhonov,male,8,2,2,feather,2014,2019,https://boxrec.com/en/proboxer/680510
2360,"USA, California, Reseda",Juan Funez,male,11,1,1,light,2013,2019,https://boxrec.com/en/proboxer/644185
2360,"USA, California, Venice",Dimar Ortuz,male,12,1,2,cruiser,2011,2019,https://boxrec.com/en/proboxer/580403
2361,"USA, California, Santa Monica",Chris van Heerden,male,28,2,1,welter,2006,2019,https://boxrec.com/en/proboxer/371022
2361,"USA, California, Santa Monica",Ruben Torres,male,10,0,0,super light,2017,2019,https://boxrec.com/en/proboxer/809433
2361,"USA, California, Tarzana",David Kaminsky,male,5,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/822657
2361,"USA, California, Tarzana",Mikhail Lyubarsky,male,5,19,0,super welter,2004,2019,https://boxrec.com/en/proboxer/271314
2361,"USA, California, Visalia",Anthony Torres,male,0,5,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/842360
2363,"USA, California, Bakersfield",Mike Dallas Jr,male,23,3,2,super welter,2008,2019,https://boxrec.com/en/proboxer/447375
2363,"USA, California, Bakersfield",Jose Luis Gallegos,male,16,8,0,super feather,2015,2019,https://boxrec.com/en/proboxer/714216
2363,"USA, California, Bakersfield",Miguel Contreras,male,9,0,0,super light,2016,2019,https://boxrec.com/en/proboxer/752479
2363,"USA, California, Bakersfield",Derrick Clayton,male,1,3,0,super welter,2018,2019,https://boxrec.com/en/proboxer/824431
2363,"USA, California, Bakersfield",Alexis De Luna,male,8,0,0,super feather,2018,2019,https://boxrec.com/en/proboxer/854615
2363,"USA, California, Bakersfield",Joan Jose Valenzuela,male,5,13,2,middle,2014,2019,https://boxrec.com/en/proboxer/694079
2363,"USA, California, Bakersfield",Jason Soto,male,2,0,1,heavy,2018,2019,https://boxrec.com/en/proboxer/843295
2363,"USA, California, Bakersfield",Juan C Llamas,male,1,0,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/866863
2363,"USA, California, Bakersfield",Trey Branch,male,0,3,0,super light,2018,2019,https://boxrec.com/en/proboxer/845579
2363,"USA, California, Bakersfield",Ray Cervera,male,0,4,0,middle,2018,2018,https://boxrec.com/en/proboxer/848760
2364,"USA, California, Woodland Hills",Sergey Lipinets,male,16,1,0,welter,2014,2019,https://boxrec.com/en/proboxer/684792
2364,"USA, California, Woodland Hills",Adrian Granados,male,20,8,2,welter,2008,2019,https://boxrec.com/en/proboxer/470122
2364,"USA, California, Woodland Hills",Jason Quigley,male,16,1,0,middle,2014,2019,https://boxrec.com/en/proboxer/692831
2364,"USA, California, Woodland Hills",Petr Khamukov,male,4,0,0,middle,2018,2019,https://boxrec.com/en/proboxer/827357
2364,"USA, California, Woodland Hills",Maurice Lee,male,12,1,2,welter,2013,2019,https://boxrec.com/en/proboxer/648938
2364,"USA, California, Woodland Hills",Jessy Martinez,male,13,0,0,super welter,2015,2019,https://boxrec.com/en/proboxer/721423
2364,"USA, California, Woodland Hills",Stephen McKenna,male,3,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/855630
2366,"USA, California, Tulare",Daniel Valdivia,male,16,4,0,middle,2013,2019,https://boxrec.com/en/proboxer/660735
2366,"USA, California, Tulare",Joseph Cuellar,male,0,1,1,bantam,2019,2019,https://boxrec.com/en/proboxer/862874
2366,"USA, California, Centerville",Daniel Ramirez,male,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/896388
2366,"USA, California, Tulare",Bryce Gonzales,male,0,2,0,super light,2018,2019,https://boxrec.com/en/proboxer/837056
2368,"USA, California, Delano",Paul Mendez,male,21,3,2,super middle,2009,2019,https://boxrec.com/en/proboxer/490521
2368,"USA, California, Simi Valley",Ismayl Sillah,male,27,6,0,cruiser,2008,2018,https://boxrec.com/en/proboxer/462670
2368,"USA, California, Simi Valley",Wesley Vanderlinden,male,2,0,0,middle,2018,2019,https://boxrec.com/en/proboxer/865483
2368,"USA, California, Simi Valley",Timothy Ortiz,male,1,0,0,super bantam,2019,2019,https://boxrec.com/en/proboxer/871766
2368,"USA, California, Simi Valley",Robert Ortiz,male,7,4,2,super light,2001,2019,https://boxrec.com/en/proboxer/107162
