,name,wins,draws,losses,location,division,average_weight,average_opponent_weight,opp_points,bouts_fought,win by knockout,win by split decision,win by technical knockout,win by unanimous decision,sex,total_points
172,Jose Ibarra,3.0,0.0,0.0,"USA, North Carolina, Willow Springs",super feather,128.5,128.75,0.0,3.0,0.0,0.0,0.0,2.0,male,30.0
173,Juan Ibarra,0.0,0.0,2.0,"USA, North Carolina, Willow Springs",feather,126.0,125.0,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
174,David Veras Pena,0.0,1.0,2.0,"USA, Maryland, Odenton",super light,138.75,140.0,0.0,3.0,0.0,0.0,0.0,0.0,male,-15.0
175,Dustin Michael Lanning,0.0,0.0,1.0,"USA, Maryland, Odenton",welter,141.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
176,Marklin Bailey,6.0,0.0,5.0,"USA, North Carolina, Durham",welter,139.54545454545453,138.70454545454547,2.727272727272727,11.0,1.0,0.0,2.0,1.0,male,12.727272727272727
177,Pablo Velez,7.0,1.0,4.0,"USA, North Carolina, Durham",super middle,167.02083333333334,166.83333333333334,8.75,12.0,0.0,0.0,4.0,0.0,male,43.75
178,Vernon Alston,8.0,1.0,8.0,"USA, North Carolina, Durham",light,134.9264705882353,135.39705882352942,2.6470588235294117,17.0,4.0,0.0,2.0,2.0,male,7.647058823529411
179,Demond Nicholson,22.0,1.0,3.0,"USA, Maryland, Laurel",super middle,163.46,163.58,13.26923076923077,26.0,6.0,0.0,11.0,2.0,male,285.0192307692308
180,David Dunn,1.0,0.0,0.0,"USA, Montana, Laurel",unknown,149.0,156.0,0.0,1.0,0.0,0.0,0.0,1.0,male,10.0
181,Sherman Artis Jr,3.0,0.0,4.0,"USA, Maryland, Severn",heavy,198.46428571428572,205.78571428571428,0.0,7.0,0.0,0.0,0.0,1.0,male,-10.0
182,Francisco Bustos,9.0,0.0,1.0,"USA, Maryland, Rockville",middle,160.275,158.30555555555554,6.0,10.0,2.0,1.0,4.0,2.0,male,86.0
183,Jessi Hackett,1.0,0.0,2.0,"USA, Virginia, Lynchburg",welter,141.16666666666666,141.66666666666666,0.0,3.0,0.0,0.0,0.0,0.0,male,-4.0
184,Joshua Robertson,7.0,0.0,12.0,"USA, Virginia, Lynchburg",cruiser,165.30555555555554,165.33333333333334,11.842105263157896,19.0,0.0,0.0,2.0,4.0,male,-38.1578947368421
185,Princess Hairston,1.0,0.0,0.0,"USA, Virginia, Lynchburg",heavy,223.0,205.0,0.0,1.0,0.0,0.0,0.0,0.0,female,10.0
186,Owen Hylton,1.0,0.0,0.0,"USA, Virginia, Lynchburg",bantam,120.0,120.5,0.0,1.0,1.0,0.0,1.0,0.0,male,10.0
187,Tomas Williams,0.0,2.0,0.0,"USA, Virginia, Lynchburg",super middle,161.5,162.41666666666666,22.5,2.0,0.0,0.0,0.0,0.0,male,32.5
188,William Coles,0.0,1.0,0.0,"USA, Virginia, Lynchburg",super middle,169.0,163.0,45.0,1.0,0.0,0.0,0.0,0.0,male,50.0
189,Stanley Megginson,0.0,0.0,1.0,"USA, Virginia, Lynchburg",middle,158.0,146.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
190,William Wilson,0.0,0.0,1.0,"USA, Virginia, Lynchburg",super welter,139.0,135.5,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
191,Justin Sykes,0.0,0.0,1.0,"USA, Maryland, Hanover",middle,158.25,153.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
192,Tori Nelson,20.0,3.0,2.0,"USA, Virginia, Ashburn",middle,153.39,152.97727272727272,12.0,25.0,0.0,2.0,3.0,14.0,female,292.125
193,Dante Cox,4.0,0.0,1.0,"USA, Maryland, Elkridge",light,133.95,134.7,6.0,5.0,0.0,0.0,2.0,0.0,male,36.0
194,Allan Johnson,1.0,0.0,1.0,"USA, Virginia, Ashburn",unknown,156.125,155.625,0.0,2.0,0.0,0.0,1.0,0.0,male,0.0
195,Ashton Sykes,4.0,0.0,3.0,"USA, Maryland, Columbia",super middle,165.92857142857142,165.46428571428572,19.285714285714285,7.0,1.0,0.0,0.0,3.0,male,52.385714285714286
196,Kwame Ritter,4.0,0.0,0.0,"USA, Maryland, Columbia",cruiser,181.875,184.6875,7.5,4.0,3.0,0.0,0.0,1.0,male,47.5
197,Omar Ethridge,3.0,1.0,2.0,"USA, North Carolina, East Orange",feather,129.79166666666666,130.375,0.0,6.0,2.0,0.0,1.0,0.0,male,15.0
198,Eduardo Garcia,3.0,0.0,0.0,"USA, Delaware, Dover",welter,142.83333333333334,141.66666666666666,0.0,3.0,0.0,0.0,0.0,3.0,male,30.0
199,Gerome Quigley Jr,18.0,0.0,1.0,"USA, Maryland, Montgomery Village",welter,150.80555555555554,149.19736842105263,18.157894736842106,19.0,8.0,0.0,8.0,2.0,male,188.1578947368421
200,Dorian Bostic,1.0,0.0,0.0,"USA, Maryland, Dundalk",unknown,133.75,129.25,0.0,1.0,1.0,0.0,0.0,0.0,male,10.0
201,Luther Smith,11.0,0.0,5.0,"USA, Maryland, Catonsville",cruiser,204.0,214.05,7.5,16.0,5.0,2.0,4.0,0.0,male,80.4
202,Ebrima Jawara,3.0,0.0,1.0,"USA, Maryland, Germantown",feather,128.0625,128.125,7.5,4.0,0.0,0.0,1.0,2.0,male,40.59090909090909
203,Dalton Bamburg,4.0,0.0,1.0,"USA, Virginia, Fishersville",welter,143.45,145.4,0.0,5.0,1.0,0.0,3.0,0.0,male,50.0
204,Gervonta Davis,22.0,0.0,0.0,"USA, Maryland, Baltimore",super feather,,,0.0,22.0,,,,,male,220.0
205,Malik Hawkins,17.0,0.0,0.0,"USA, Maryland, Baltimore",welter,146.5,146.83823529411765,12.352941176470589,17.0,5.0,0.0,3.0,7.0,male,237.68473942208462
206,Travis Reeves,17.0,2.0,4.0,"USA, Maryland, Baltimore",light heavy,,,0.0,23.0,,,,,male,140.0
207,Glenn Dezurn,10.0,1.0,2.0,"USA, Maryland, Baltimore",super bantam,124.25,124.97916666666667,3.4615384615384617,13.0,2.0,0.0,5.0,3.0,male,88.46153846153847
208,Samuel Kotey Neequaye,23.0,0.0,2.0,"USA, Maryland, Baltimore",super light,136.80208333333334,137.55,4.2,25.0,4.0,0.0,12.0,7.0,male,214.2
209,Franchon Crews Dezurn,6.0,0.0,1.0,"USA, Maryland, Baltimore",super middle,,,0.0,7.0,,,,,female,50.0
210,Jahmal Dyer,9.0,0.0,2.0,"USA, Maryland, Baltimore",super feather,133.88636363636363,134.95454545454547,4.090909090909091,11.0,2.0,1.0,3.0,3.0,male,74.0909090909091
211,Hasim Rahman Jr,8.0,0.0,0.0,"USA, Maryland, Baltimore",heavy,226.21875,244.9375,18.75,8.0,0.0,0.0,3.0,3.0,male,108.65566037735849
212,Jessie Nicklow,27.0,3.0,10.0,"USA, Maryland, Baltimore",super middle,,,0.0,40.0,,,,,male,185.0
213,Nick Kisner,21.0,1.0,5.0,"USA, Maryland, Baltimore",heavy,204.21428571428572,205.37037037037038,7.777777777777778,27.0,2.0,1.0,4.0,11.0,male,238.04308390022675
214,Kevin Womack Jr,9.0,4.0,19.0,"USA, Maryland, Baltimore",super welter,147.08064516129033,146.80645161290323,6.5625,32.0,3.0,0.0,3.0,1.0,male,-39.8375
215,Lorenzo Simpson,5.0,0.0,0.0,"USA, Maryland, Baltimore",super middle,162.9,163.85,6.0,5.0,1.0,0.0,3.0,1.0,male,69.25
216,Mack Allison IV,10.0,1.0,3.0,"USA, Maryland, Baltimore",light,132.48214285714286,134.03571428571428,4.285714285714286,14.0,5.0,0.0,3.0,2.0,male,79.28571428571429
217,Devin Butcher,6.0,0.0,4.0,"USA, Maryland, Baltimore",cruiser,166.85,167.55,10.5,10.0,1.0,0.0,2.0,3.0,male,30.5
218,Malik Warren,2.0,0.0,0.0,"USA, Maryland, Baltimore",unknown,129.5,130.875,7.5,2.0,0.0,0.0,0.0,0.0,male,27.5
219,Destiny Day-Owens,1.0,0.0,0.0,"USA, Maryland, Baltimore",super light,141.75,137.75,0.0,1.0,0.0,1.0,0.0,0.0,female,10.0
220,Champ Moultire,0.0,0.0,1.0,"USA, Maryland, Ellicott City",unknown,146.75,147.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
221,Antonio Dunton-El   Jr,0.0,1.0,0.0,"USA, Maryland, Baltimore",unknown,128.5,128.0,0.0,1.0,0.0,0.0,0.0,0.0,male,5.0
222,Joe Jones,11.0,0.0,1.0,"USA, Virginia, Leesburg",cruiser,,,0.0,12.0,,,,,male,100.0
223,Calvin Mends,1.0,0.0,0.0,"USA, Virginia, Leesburg",unknown,198.0,198.0,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
224,DeJon Corley,0.0,0.0,1.0,"USA, Virginia, Leesburg",light,141.0,140.75,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
225,Mark Duncan,3.0,0.0,2.0,"USA, Maryland, Clarksburg",middle,157.1,158.05,12.0,5.0,0.0,0.0,3.0,0.0,male,22.0
226,Chandler Whitfield,0.0,0.0,1.0,"USA, North Carolina, Clinton",heavy,233.0,225.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
227,Joe Cusumano,18.0,0.0,3.0,"USA, Virginia, Danville",heavy,,,0.0,21.0,,,,,male,150.0
228,Ronnie Glass,9.0,1.0,1.0,"USA, Virginia, Danville",light heavy,174.61363636363637,171.6875,2.727272727272727,11.0,4.0,0.0,2.0,2.0,male,87.72727272727273
229,James Smith,0.0,0.0,2.0,"USA, Virginia, Danville",middle,160.75,155.75,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
230,Devin Glass,0.0,0.0,1.0,"USA, Virginia, Danville",welter,144.0,147.75,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
231,Rashad Lipscomb,0.0,0.0,1.0,"USA, Virginia, Danville",light heavy,198.0,198.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
232,Michael Crain,3.0,0.0,4.0,"USA, Delaware, Smyrna",super welter,150.03125,152.90625,8.571428571428571,7.0,0.0,1.0,1.0,1.0,male,-1.4285714285714288
233,Cecil McCalla,21.0,0.0,4.0,"USA, Maryland, Randallstown",super welter,,,0.0,25.0,,,,,male,170.0
234,Brian Haneschlager,0.0,0.0,1.0,"USA, Maryland, Kingsville",heavy,229.0,204.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
235,Colby Madison,8.0,2.0,1.0,"USA, Maryland, Owings Mills",heavy,240.95454545454547,246.3181818181818,9.545454545454545,11.0,1.0,0.0,4.0,3.0,male,97.14545454545454
236,Brandon Chambers,2.0,1.0,0.0,"USA, Maryland, Owings Mills",light,134.16666666666666,135.0,15.0,3.0,0.0,0.0,1.0,1.0,male,40.0
237,Blake Mansfield,7.0,1.0,2.0,"USA, North Carolina, Burlington",light heavy,167.975,168.025,7.5,10.0,1.0,0.0,2.0,3.0,male,76.92857142857143
238,AJ Williams,2.0,0.0,1.0,"USA, Maryland, Cockeysville",super middle,164.41666666666666,167.25,0.0,3.0,0.0,0.0,1.0,1.0,male,10.0
239,Maurice Horne,5.0,0.0,0.0,"USA, Delaware, Middletown",cruiser,179.4,178.6,0.0,5.0,0.0,0.0,3.0,1.0,male,50.0
240,Larry Pryor,11.0,0.0,22.0,"USA, Maryland, Frederick",cruiser,182.375,183.203125,7.7272727272727275,33.0,2.0,0.0,3.0,6.0,male,-102.27272727272727
241,Jonathan Burrs,2.0,0.0,1.0,"USA, Maryland, Frederick",super welter,152.66666666666666,154.83333333333334,0.0,3.0,0.0,0.0,0.0,2.0,male,11.5
242,Daniele Benedetto,2.0,0.0,0.0,"USA, Virginia",cruiser,195.0,190.33333333333334,0.0,2.0,0.0,0.0,0.0,2.0,male,20.0
243,George Sheppard,1.0,1.0,10.0,"USA, Virginia",super middle,166.3125,167.60416666666666,0.0,12.0,0.0,0.0,0.0,1.0,male,-85.0
244,Chris Rollins,1.0,0.0,1.0,"USA, Virginia",welter,149.33333333333334,152.33333333333334,30.0,2.0,1.0,0.0,1.0,0.0,male,30.0
245,Thomas LaManna,28.0,1.0,2.0,"USA, New Jersey, Millville",super welter,153.51612903225808,152.5,7.258064516129032,31.0,2.0,1.0,8.0,17.0,male,346.2139086719732
246,Dennis Fundenberg,0.0,0.0,1.0,"USA, New Jersey, Millville",bantam,119.0,123.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
247,Michael Williams Jr,11.0,0.0,0.0,"USA, North Carolina, Fayetteville",welter,142.97727272727272,143.27272727272728,6.818181818181818,11.0,3.0,0.0,4.0,4.0,male,116.81818181818181
248,Miree Coleman,6.0,0.0,6.0,"USA, North Carolina, Fayetteville",cruiser,209.29166666666666,255.75,2.5,12.0,3.0,0.0,1.0,2.0,male,2.5
249,Ismael Garcia,11.0,1.0,0.0,"USA, New Jersey, Vineland",super welter,156.0,155.90384615384616,10.0,12.0,0.0,1.0,4.0,6.0,male,135.625
250,Isiah Seldon,13.0,1.0,3.0,"USA, New Jersey, Somers Point",middle,161.60294117647058,161.88235294117646,14.117647058823529,17.0,2.0,0.0,1.0,9.0,male,119.11764705882354
251,Edgar Joe Cortes,6.0,1.0,6.0,"USA, New Jersey, Vineland",feather,113.17307692307692,121.9423076923077,6.923076923076923,13.0,0.0,0.0,0.0,5.0,male,22.298076923076923
252,Somner Martin,7.0,0.0,7.0,"USA, Virginia, Martinsville",welter,147.375,146.55357142857142,1.0714285714285714,14.0,2.0,0.0,2.0,3.0,male,1.0714285714285714
253,Brandon Mullins,6.0,0.0,0.0,"USA, Delaware, Newark",super middle,163.95833333333334,163.16666666666666,5.0,6.0,0.0,0.0,2.0,4.0,male,65.0
254,Joey Tiberi Jr,17.0,0.0,3.0,"USA, Delaware, Newark",super light,136.36764705882354,134.86764705882354,6.0,20.0,3.0,0.0,5.0,7.0,male,146.0
255,Schemelle Baldwin,3.0,1.0,1.0,"USA, Delaware, Newark",super middle,,,0.0,5.0,,,,,female,25.0
256,Vinnie Kirkley,3.0,1.0,1.0,"USA, Delaware, New Castle",welter,146.125,143.25,0.0,5.0,0.0,0.0,3.0,0.0,male,25.0
257,Antowyan Aikens,13.0,1.0,7.0,"USA, New Jersey, Mays Landing",super middle,167.91666666666666,168.23809523809524,7.142857142857143,21.0,1.0,1.0,0.0,10.0,male,72.14285714285714
258,Quian Davis,6.0,2.0,0.0,"USA, New Jersey, Mays Landing",heavy,254.5625,252.46875,15.0,8.0,0.0,1.0,2.0,3.0,male,85.0
259,Isiah Hart,4.0,1.0,0.0,"USA, New Jersey, Mays Landing",middle,164.6,163.8,0.0,5.0,0.0,0.0,3.0,1.0,male,45.0
260,Joseph Jackson,15.0,0.0,0.0,"USA, North Carolina, Greensboro",super welter,154.86666666666667,155.66666666666666,10.0,15.0,3.0,0.0,8.0,2.0,male,196.94155844155844
261,Matthew Strode,25.0,0.0,8.0,"USA, North Carolina, Greensboro",super welter,146.87878787878788,147.77777777777777,13.636363636363637,33.0,4.0,0.0,5.0,11.0,male,183.63636363636363
262,Alberto Delgado,1.0,4.0,8.0,"USA, Virginia, Roanoke",super middle,157.40384615384616,157.5,4.615384615384615,13.0,0.0,0.0,1.0,0.0,male,-39.38461538461539
263,Steven Matthews,5.0,0.0,1.0,"USA, North Carolina, Greensboro",middle,155.79166666666666,152.375,10.0,6.0,1.0,0.0,1.0,3.0,male,50.0
264,Donte Dunnaville,3.0,0.0,0.0,"USA, Virginia, Roanoke",feather,128.25,127.91666666666667,0.0,3.0,1.0,0.0,1.0,1.0,male,30.0
265,Latorie Woodberry,2.0,2.0,10.0,"USA, Virginia, Roanoke",super light,143.18333333333334,143.26666666666668,0.0,14.0,0.0,1.0,0.0,0.0,male,-66.0
266,Monte Dunnaville,2.0,0.0,0.0,"USA, Virginia, Roanoke",light,137.0,137.0,0.0,2.0,0.0,0.0,0.0,2.0,male,20.0
267,Jordan Mitchell,0.0,0.0,3.0,"USA, North Carolina, Greensboro",heavy,210.5,203.33333333333334,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
268,Ryan Venable,0.0,0.0,2.0,"USA, Virginia, Roanoke",unknown,130.625,134.375,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
269,Todd Monroe,0.0,0.0,1.0,"USA, North Carolina, Greensboro",light,134.0,132.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
270,Satori Ashley,0.0,0.0,1.0,"USA, North Carolina, Greensboro",heavy,191.5,223.5,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
271,Sidell Blocker,1.0,1.0,11.0,"USA, New Jersey, Pleasantville",super feather,131.78846153846155,132.17307692307693,1.1538461538461537,13.0,0.0,0.0,0.0,1.0,male,-93.84615384615384
272,Anthony Young,21.0,0.0,2.0,"USA, New Jersey, Atlantic City",welter,,,0.0,23.0,,,,,male,190.0
273,Joel De La Paz,9.0,0.0,1.0,"USA, New Jersey, Atlantic City",light heavy,169.575,168.475,15.0,10.0,2.0,0.0,3.0,3.0,male,95.0
274,Gabriel Pham,11.0,0.0,2.0,"USA, New Jersey, Atlantic City",super middle,,,0.0,13.0,,,,,male,90.0
275,Osnel Charles,13.0,1.0,20.0,"USA, New Jersey, Atlantic City",super light,135.8235294117647,136.03676470588235,7.9411764705882355,34.0,1.0,2.0,1.0,8.0,male,-57.05882352941177
276,Dallas Holden,1.0,0.0,4.0,"USA, New Jersey, Atlantic City",super bantam,118.65,118.8,0.0,5.0,0.0,0.0,0.0,1.0,male,-21.625
277,Omar Douglas,20.0,0.0,3.0,"USA, Delaware, Wilmington",light,131.4090909090909,132.29347826086956,11.08695652173913,23.0,4.0,0.0,8.0,4.0,male,345.92385168302945
278,Amir Mansour,23.0,1.0,4.0,"USA, Delaware, Wilmington",heavy,,,0.0,28.0,,,,,male,195.0
279,Kyrone Davis,14.0,0.0,2.0,"USA, Delaware, Wilmington",middle,158.5625,158.265625,4.6875,16.0,1.0,1.0,4.0,7.0,male,185.96182216905902
280,David Murray,9.0,1.0,2.0,"USA, Delaware, Wilmington",cruiser,179.5,178.97727272727272,3.75,12.0,1.0,0.0,5.0,2.0,male,78.75
281,Anthony Miller,3.0,0.0,3.0,"USA, Delaware, Wilmington",middle,152.95833333333334,152.58333333333334,7.5,6.0,1.0,0.0,1.0,0.0,male,12.0
282,Weusi Johnson,3.0,1.0,13.0,"USA, Delaware, Wilmington",super feather,127.04411764705883,127.55882352941177,0.8823529411764706,17.0,0.0,1.0,0.0,2.0,male,-94.11764705882354
283,Stefan Talabisco,4.0,0.0,1.0,"USA, Delaware, Wilmington",heavy,267.65,261.9,0.0,5.0,1.0,0.0,3.0,0.0,male,30.0
284,Tyrone Luckey,9.0,4.0,11.0,"USA, New Jersey, Galloway",welter,131.8125,132.6304347826087,6.875,24.0,1.0,0.0,6.0,2.0,male,19.075
285,Justin Riley,1.0,1.0,1.0,"USA, Delaware, Hockessin",light,137.58333333333334,138.16666666666666,5.0,3.0,0.0,0.0,0.0,1.0,male,10.0
286,Malcolm Green,0.0,1.0,2.0,"USA, North Carolina, Wilmington",middle,145.83333333333334,148.41666666666666,0.0,3.0,0.0,0.0,0.0,0.0,male,-15.0
287,Genc Pllana,7.0,0.0,1.0,"USA, Maryland, Hagerstown",super middle,167.71875,168.75,3.75,8.0,2.0,0.0,2.0,2.0,male,76.83571428571429
288,Derrick Webster,28.0,0.0,2.0,"USA, New Jersey, Glassboro",super middle,166.16666666666666,167.16666666666666,13.0,30.0,3.0,2.0,10.0,11.0,male,364.1595238095238
289,McArio DelCastillo,0.0,0.0,3.0,"USA, Virginia, Salem",super middle,152.25,153.0,10.0,3.0,0.0,0.0,0.0,0.0,male,-20.0
290,Anthony Caputo Smith,16.0,0.0,9.0,"USA, Pennsylvania, Kennett Square",heavy,185.39583333333334,183.40625,14.4,25.0,2.0,1.0,9.0,2.0,male,84.4
291,Dylan Price,10.0,0.0,0.0,"USA, New Jersey, Sicklerville",super fly,116.02272727272727,116.1590909090909,25.5,10.0,1.0,0.0,5.0,3.0,male,144.19473684210527
292,Nahir Albright,7.0,0.0,1.0,"USA, New Jersey, Sicklerville",super light,139.40625,139.625,3.75,8.0,2.0,0.0,0.0,5.0,male,83.78214285714286
293,Chazz Witherspoon,38.0,0.0,4.0,"USA, New Jersey, Paulsboro",heavy,230.3780487804878,232.1829268292683,13.928571428571429,42.0,7.0,0.0,19.0,9.0,male,397.9379105090312
294,Willie Anderson,0.0,0.0,3.0,"USA, New Jersey, Paulsboro",super bantam,119.75,118.41666666666667,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
295,Joshua Tufte,19.0,0.0,3.0,"USA, North Carolina, Kernersville",heavy,237.6590909090909,243.45454545454547,6.818181818181818,22.0,3.0,3.0,5.0,6.0,male,200.48269794721406
296,Terrance Williams,5.0,1.0,4.0,"USA, Pennsylvania, York",super welter,162.4,162.625,7.5,10.0,0.0,1.0,0.0,3.0,male,29.5
297,Victor Padilla,6.0,0.0,0.0,"USA, New Jersey, Berlin",light,136.95833333333334,138.29166666666666,5.0,6.0,3.0,0.0,2.0,1.0,male,76.36363636363636
298,Sahret Delgado,8.0,0.0,0.0,"USA, New Jersey, Berlin",heavy,246.5,243.625,11.25,8.0,3.0,0.0,3.0,1.0,male,102.32142857142857
299,Gerardo Martinez,5.0,0.0,1.0,"USA, Pennsylvania, Coatesville",super light,135.75,136.29166666666666,5.0,6.0,0.0,1.0,1.0,2.0,male,45.0
300,Andre Baker,10.0,3.0,53.0,"USA, North Carolina, Lumberton",welter,,,0.0,66.0,,,,,male,-415.0
301,Brendan Barrett,7.0,2.0,3.0,"USA, New Jersey, Little Egg Harbor",heavy,,,0.0,12.0,,,,,male,50.0
302,Evincii Dixon,9.0,2.0,24.0,"USA, Pennsylvania, Lancaster",welter,144.35294117647058,143.7941176470588,6.857142857142857,35.0,1.0,3.0,3.0,2.0,male,-104.80952380952381
303,James Bernadin,2.0,1.0,0.0,"USA, Pennsylvania, Lancaster",super light,137.08333333333334,136.75,10.0,3.0,0.0,0.0,1.0,1.0,male,35.0
304,Jerome Morris,1.0,0.0,0.0,"USA, Pennsylvania, Darby",heavy,204.0,229.0,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
305,Yamil Ortiz,1.0,0.0,0.0,"USA, Pennsylvania, Lancaster",super feather,129.5,130.5,15.0,1.0,0.0,0.0,0.0,1.0,male,25.0
306,Everlon Still,0.0,0.0,1.0,"USA, New Jersey, Voorhees",middle,157.0,150.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
307,Brandon Robinson,14.0,0.0,2.0,"USA, Pennsylvania, Upper Darby",super middle,168.4375,169.046875,6.5625,16.0,4.0,1.0,5.0,4.0,male,160.12094155844156
308,Timothy Tyler,0.0,0.0,3.0,"USA, New Jersey, Collingswood",super middle,173.08333333333334,174.58333333333334,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
309,Danny Garcia,35.0,0.0,2.0,"USA, Pennsylvania, Philadelphia",welter,,,0.0,37.0,,,,,male,330.0
310,Julian Williams,27.0,1.0,1.0,"USA, Pennsylvania, Philadelphia",super welter,,,0.0,29.0,,,,,male,265.0
311,Jesse Hart,26.0,0.0,2.0,"USA, Pennsylvania, Philadelphia",light heavy,168.04464285714286,,0.0,28.0,0.0,0.0,0.0,0.0,male,240.0
312,Tevin Farmer,30.0,1.0,4.0,"USA, Pennsylvania, Philadelphia",super feather,,,0.0,35.0,,,,,male,265.0
313,Jason Sosa,23.0,4.0,4.0,"USA, New Jersey, Camden",super feather,,,0.0,31.0,,,,,male,210.0
314,Ray Robinson,24.0,2.0,3.0,"USA, Pennsylvania, Philadelphia",welter,,,0.0,29.0,,,,,male,220.0
315,Jaron Ennis,24.0,0.0,0.0,"USA, Pennsylvania, Philadelphia",welter,146.43478260869566,147.1413043478261,17.5,24.0,9.0,0.0,10.0,2.0,male,365.3454545454546
316,Stephen Fulton,17.0,0.0,0.0,"USA, Pennsylvania, Philadelphia",super bantam,123.1470588235294,122.95588235294117,5.294117647058823,17.0,2.0,0.0,5.0,7.0,male,243.57983193277312
317,Gabriel Rosado,24.0,1.0,12.0,"USA, Pennsylvania, Philadelphia",middle,156.4671052631579,,0.0,37.0,0.0,0.0,0.0,0.0,male,125.0
318,Avery Sparrow,10.0,0.0,1.0,"USA, Pennsylvania, Philadelphia",light,131.29166666666666,131.0,13.636363636363637,11.0,1.0,1.0,2.0,4.0,male,163.63636363636363
319,Henry Lundy,30.0,1.0,8.0,"USA, Pennsylvania, Philadelphia",light,136.9527027027027,,0.0,39.0,0.0,0.0,0.0,0.0,male,225.0
320,Bryant Jennings,24.0,0.0,4.0,"USA, Pennsylvania, Philadelphia",heavy,239.44444444444446,,0.0,28.0,0.0,0.0,0.0,0.0,male,200.0
321,Eric Hunter,22.0,0.0,4.0,"USA, Pennsylvania, Philadelphia",feather,125.54,126.37,11.538461538461538,26.0,5.0,0.0,6.0,10.0,male,330.33250620347394
322,Arnold Khegai,16.0,1.0,0.0,"USA, Pennsylvania, Philadelphia",super bantam,123.83823529411765,123.94117647058823,13.235294117647058,17.0,3.0,0.0,4.0,6.0,male,276.0550743374273
323,Tyrone Brunson,28.0,2.0,8.0,"USA, Pennsylvania, Philadelphia",super welter,,,0.0,38.0,,,,,male,210.0
324,Joey Dawejko,20.0,4.0,7.0,"USA, Pennsylvania, Philadelphia",heavy,238.82258064516128,242.40322580645162,7.741935483870968,31.0,2.0,1.0,9.0,8.0,male,174.27693548387097
325,Jesus Soler,11.0,1.0,1.0,"USA, Pennsylvania, Philadelphia",fly,110.76923076923077,111.23076923076923,8.076923076923077,13.0,2.0,0.0,3.0,6.0,male,134.66783216783216
326,Miguel Cartagena,15.0,1.0,6.0,"USA, Pennsylvania, Philadelphia",fly,114.375,116.2840909090909,12.954545454545455,22.0,2.0,0.0,3.0,9.0,male,151.28787878787878
327,Raymond Serrano,24.0,0.0,6.0,"USA, Pennsylvania, Philadelphia",welter,146.16129032258064,146.54166666666666,11.5,30.0,6.0,0.0,3.0,11.0,male,211.3
328,Damon Allen,16.0,1.0,1.0,"USA, Pennsylvania, Philadelphia",super light,136.86111111111111,137.47222222222223,14.166666666666666,18.0,0.0,1.0,3.0,9.0,male,194.02380952380952
329,Mike Arnaoutis,26.0,2.0,12.0,"USA, Pennsylvania, Philadelphia",welter,,,0.0,40.0,,,,,male,150.0
330,Christian Carto,17.0,0.0,1.0,"USA, Pennsylvania, Philadelphia",bantam,118.36111111111111,117.75,11.666666666666666,18.0,1.0,0.0,7.0,6.0,male,270.8569415081043
331,Darmani Rock,17.0,0.0,0.0,"USA, Pennsylvania, Philadelphia",heavy,258.1470588235294,256.88235294117646,12.352941176470589,17.0,4.0,0.0,7.0,5.0,male,219.93707312885238
332,Steven Ortiz,11.0,0.0,0.0,"USA, Pennsylvania, Philadelphia",light,134.54545454545453,134.3181818181818,5.454545454545454,11.0,0.0,0.0,3.0,6.0,male,183.63243006993008
333,Karl Dargan,19.0,0.0,1.0,"USA, Pennsylvania, Philadelphia",light,135.69736842105263,136.39473684210526,15.75,20.0,1.0,1.0,6.0,9.0,male,216.3125
334,Samuel Teah,15.0,1.0,3.0,"USA, Pennsylvania, Philadelphia",super light,,,0.0,19.0,,,,,male,125.0
335,Greg Jackson,11.0,1.0,7.0,"USA, Pennsylvania, Philadelphia",welter,148.83333333333334,149.19444444444446,14.210526315789474,19.0,0.0,2.0,3.0,4.0,male,77.87719298245614
336,Branden Pizarro,14.0,1.0,1.0,"USA, Pennsylvania, Philadelphia",super light,,,0.0,16.0,,,,,male,135.0
