,clean_outcome,date,division,gender+division,global_id,judge1boxer,judge1opp,judge2boxer,judge2opp,judge3boxer,judge3opp,meta,name,opp_draw,opp_last6,opp_loss,opp_weight,opp_win,opposition,rating,rounds1,rounds2,sex,weight,Draw,Loss KO,Loss Other,Win KO,Win Other,fight_count,judge1avg,judge2avg,judge3avg,judge1againstavg,judge2againstavg,judge3againstavg,avgpts,avgptsagainst,KO ratio,KnockedOut ratio,opp_fight_count,opp_lossKO,opp_lossOther,opp_winKO,opp_winOther,opp_avgpts,opp_avgptsagainst,opp_KO ratio,opp_KnockedOut ratio,opp_meta,weightratio,age,height,rating1,rating2,bmi,opp_age,opp_height,opp_bmi,age_ratio,height_ratio,bmi_ratio,Jab accuracy,Power punch accuracy,Total punch accuracy,Avg Jabs landed,Avg Power punches landed,Avg Total punches landed,% of Power punches landed against,% of Jabs landed against,% of Total punches landed against,Avg Jabs landed against,Avg Power punches landed against,Avg Total punches landed against,oppjabaccuracy,opppoweraccuracy,opptotalaccuracy,oppavgjabslanded,oppavgpowerlanded,oppavgtotallanded,opppercpowerlandedagainst,opppercejabslandedagainst,oppperctotallandedagainst,oppavgjabsagainst,oppavgpowerlandedagainst,oppavgtotalagainst,last6
17932,draw,2016-01-30,super light,male super light,746002,38,38,38,38,38,38,,Kaylyn Alfred,0.0,10.0,0.0,145.25,1.0,Marco Russell,0 ,4,4,male,143,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,7,39.0,39.0,38.57142857142857,36.42857142857143,36.42857142857143,36.857142857142854,90.85714285714286,85.14285714285714,0.0,0.02040816326530612,8.0,0.125,0.0,0.375,0.25,45.208333333333336,43.458333333333336,0.046875,0.015625,,0.9845094664371773,28,175,0.6599999999999999,0.64,0.8171428571428572,42.0,175.0,0.83,0.6666666666666666,1.0,0.9845094664371774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
17939,win,2015-01-10,super bantam,male super bantam,705272,39,37,39,37,38,38,,Keithlan Franklin,0.0,-5.0,1.0,120.0,0.0,Rahkeam Parker,0 ,4,4,male,121,0.14285714285714285,0.0,0.2857142857142857,0.0,0.5714285714285714,7,41.0,41.0,40.714285714285715,40.285714285714285,40.285714285714285,40.57142857142857,95.57142857142857,94.09523809523809,0.0,0.0,,,,,,,,,,,1.0083333333333333,31,175,0.5900000000000001,0.56,0.6914285714285714,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,40.0
17946,win,2017-08-25,light,male light,805844,0,0,0,0,0,0,,Gentry Foreman,0.0,-10.0,2.0,136.0,0.0,Alvin Brown,0 ,1,4,male,135,0.0,0.0,0.0,0.0,1.0,2,5.0,5.0,5.0,4.0,4.0,4.0,11.666666666666666,9.333333333333334,0.0,0.0,9.0,0.7777777777777778,0.2222222222222222,0.0,0.0,11.666666666666666,12.962962962962962,0.0,0.08641975308641975,,0.9926470588235294,23,175,0.35,0.34,0.7714285714285715,33.0,178.0,0.7640449438202247,0.696969696969697,0.9831460674157303,1.0096638655462185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,27.27,20.2,10.0,51.0,61.0,40.0,31.76,36.64,47.0,86.0,133.0,10.0
17948,win,2019-06-15,feather,male feather,883082,9,10,9,10,10,9,,Quincy Bernard,0.0,0.0,0.0,128.25,0.0,Kevin Porter,0 ,2,4,male,128,0.0,0.0,0.0,0.0,1.0,1,9.0,9.0,10.0,10.0,10.0,9.0,21.333333333333332,23.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,21.333333333333332,0.0,0.0,,0.9980506822612085,30,175,0.31000000000000005,0.2,0.7314285714285714,27.0,183.0,0.7008196721311475,1.1111111111111112,0.9562841530054644,1.0436758563074353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17949,win,2019-06-15,middle,male middle,881347,9,10,9,10,9,10,,Nicholas Boudreaux,0.0,0.0,0.0,140.75,0.0,Caleb Hogue,0 ,2,4,male,140,0.0,0.0,0.0,1.0,0.0,1,9.0,9.0,9.0,10.0,10.0,10.0,21.0,23.333333333333332,1.0,0.0,1.0,1.0,0.0,0.0,0.0,23.333333333333332,21.0,0.0,1.0,,0.9946714031971581,23,175,0.26,0.27,0.8,28.0,175.0,0.8042857142857143,0.8214285714285714,1.0,0.9946714031971582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17950,loss,2017-07-22,light,male light,803354,18,20,18,20,18,20,,Jamie Chester,0.0,-5.0,1.0,131.0,0.0,Andre Knighten,0 ,3,4,male,133,0.0,1.0,0.0,0.0,0.0,5,3.6,3.6,3.6,4.0,4.0,4.0,8.4,9.333333333333334,0.0,0.2,,,,,,,,,,,1.015267175572519,25,175,0.18999999999999995,0.18999999999999995,0.76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-10.0
17955,loss,2019-01-12,light,male light,865234,37,39,36,40,36,40,,Justin Cowart,0.0,0.0,0.0,131.0,0.0,Dartrell Smith,0 ,4,4,male,131,0.0,0.0,1.0,0.0,0.0,1,37.0,36.0,36.0,39.0,40.0,40.0,85.0,92.33333333333333,0.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.6666666666666666,69.0,64.0,0.1111111111111111,0.0,,1.0,20,175,0.18999999999999995,0.18999999999999995,0.7485714285714286,27.0,175.0,0.7485714285714286,0.7407407407407407,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17956,win,2019-05-18,middle,male middle,878630,40,35,40,35,40,35,,Marcus Briggs,0.0,-10.0,2.0,157.75,0.0,Lucas McDonald,0 ,4,4,male,154,0.0,0.0,0.0,0.0,1.0,1,40.0,40.0,40.0,35.0,35.0,35.0,93.33333333333333,81.66666666666667,0.0,0.0,4.0,0.5,0.5,0.0,0.0,20.416666666666668,23.333333333333332,0.0,0.125,,0.9762282091917591,29,175,0.21,0.21,0.88,28.0,175.0,0.9014285714285715,1.0357142857142858,1.0,0.9762282091917591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17957,win,2017-06-02,light,male light,802430,0,0,0,0,0,0,,Brandon Arvie,0.0,-5.0,3.0,130.0,1.0,Chad Broussard,0 ,1,4,male,129,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,31.0,31.0,31.333333333333332,31.5,31.5,31.166666666666668,72.44444444444444,73.38888888888889,0.05555555555555555,0.0,,,,,,,,,,,0.9923076923076923,27,175,0.51,0.5900000000000001,0.7371428571428571,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0
17963,loss,2017-12-13,super welter,male super welter,820931,0,0,0,0,0,0,,Clayton Brown,0.0,0.0,0.0,143.25,0.0,Ronnell Burnett,0 ,1,4,male,147,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.4,0.6,59.66666666666667,54.666666666666664,0.08,0.0,,1.0261780104712042,33,178,0.17000000000000004,0.14,0.8258426966292135,29.0,175.0,0.8185714285714286,1.1379310344827587,1.0171428571428571,1.0088828754632626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17965,win,2003-06-13,light heavy,male light heavy,196732,0,0,0,0,0,0,,Donny McCrary,0.0,0.0,0.0,158.0,0.0,Terraill Rawling,0 ,3,4,male,162,0.05128205128205128,0.15384615384615385,0.1794871794871795,0.3333333333333333,0.28205128205128205,39,18.58974358974359,18.641025641025642,18.82051282051282,18.846153846153847,18.743589743589745,18.615384615384617,43.504273504273506,43.794871794871796,0.008547008547008546,0.0039447731755424065,,,,,,,,,,,1.0253164556962024,37,178,0.78,0.8,0.9101123595505618,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,35.0
18004,win,2012-06-23,super middle,male super middle,615974,0,0,0,0,0,0,,Colby Courter,0.0,0.0,0.0,147.0,0.0,Jeremy Hunter,0 ,1,4,male,150,0.0,0.39285714285714285,0.14285714285714285,0.35714285714285715,0.10714285714285714,28,6.642857142857143,6.714285714285714,6.607142857142857,6.821428571428571,6.785714285714286,6.857142857142857,15.55952380952381,15.892857142857142,0.012755102040816327,0.01403061224489796,,,,,,,,,,,1.0204081632653061,33,175,0.75,0.74,0.8571428571428571,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-15.0
18032,win,2016-04-16,super light,male super light,755809,0,0,0,0,0,0,,Dakota Polley,0.0,0.0,7.0,133.0,2.0,Devon Hostler,0 ,1,4,male,137,0.0,0.125,0.25,0.25,0.375,8,30.75,31.0,31.125,30.875,30.625,30.5,72.125,71.66666666666667,0.03125,0.015625,,,,,,,,,,,1.0300751879699248,21,175,0.64,0.63,0.7828571428571428,,,,,,,5.06,27.53,23.71,4.0,106.0,110.0,39.05,7.59,29.03,6.0,66.0,72.0,,,,,,,,,,,,,30.0
18040,draw,2006-01-26,super feather,male super feather,340881,38,38,39,37,38,38,,Andre Wilson,0.0,20.0,0.0,130.0,2.0,Robbie Cannon,0 ,4,4,male,128,0.03225806451612903,0.22580645161290322,0.25806451612903225,0.3870967741935484,0.0967741935483871,31,21.258064516129032,21.387096774193548,21.258064516129032,21.580645161290324,21.483870967741936,21.580645161290324,49.73118279569892,50.25806451612903,0.012486992715920915,0.0072840790842872,,,,,,,,,,,0.9846153846153847,37,165,0.65,0.5800000000000001,0.7757575757575758,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0
18071,loss,2009-05-08,middle,female middle,495688,0,0,0,0,0,0,,Ashleigh Curry,0.0,35.0,1.0,149.0,4.0,Melisenda Perez,0 ,2,4,female,139,0.16,0.08,0.44,0.04,0.28,25,37.48,37.56,35.96,38.32,38.24,36.76,87.02666666666666,88.81333333333333,0.0016,0.0032,,,,,,,,,,,0.9328859060402684,34,173,0.52,0.53,0.8034682080924855,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,25.0
18096,win,2019-10-26,bantam,female bantam,903256,40,36,40,35,40,35,,Danielle Bennett,1.0,10.0,1.0,139.25,1.0,LesSandra Franklin,0 ,4,4,female,132,0.0,0.0,0.0,0.0,1.0,1,40.0,40.0,40.0,36.0,35.0,35.0,93.33333333333333,82.66666666666667,0.0,0.0,4.0,0.0,0.5,0.25,0.0,42.833333333333336,45.5,0.0625,0.0,,0.947935368043088,29,178,0.52,0.53,0.7415730337078652,46.0,168.0,0.8288690476190477,0.6304347826086957,1.0595238095238095,0.8946805720856111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18097,loss,2013-08-10,welter,male welter,661040,0,0,0,0,0,0,,Benjamin Zelfer,0.0,30.0,0.0,159.5,3.0,Colby Courter,0 ,2,4,male,153,0.0,0.2,0.5,0.1,0.2,10,23.0,23.2,22.9,24.6,24.4,24.6,53.833333333333336,57.2,0.01,0.02,28.0,0.39285714285714285,0.14285714285714285,0.35714285714285715,0.10714285714285714,15.55952380952381,15.892857142857142,0.012755102040816327,0.01403061224489796,,0.9592476489028213,30,173,0.41,0.38,0.884393063583815,33.0,175.0,0.9114285714285715,0.9090909090909091,0.9885714285714285,0.9703372170982295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18107,loss,2005-04-21,light heavy,male light heavy,311274,0,0,0,0,0,0,,Jeremy Parks,2.0,20.0,2.0,175.0,8.0,Jesse Bryan,0 ,2,4,male,165,0.08571428571428572,0.37142857142857144,0.37142857142857144,0.05714285714285714,0.11428571428571428,35,10.628571428571428,10.657142857142857,10.771428571428572,10.971428571428572,11.028571428571428,10.885714285714286,24.876190476190477,25.62857142857143,0.0016326530612244896,0.010612244897959184,22.0,0.045454545454545456,0.09090909090909091,0.5909090909090909,0.18181818181818182,30.5,29.954545454545453,0.026859504132231406,0.002066115702479339,,0.9428571428571428,36,175,0.38,0.42,0.9428571428571428,35.0,175.0,1.0,1.0285714285714285,1.0,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
18142,loss,2013-04-20,super welter,male super welter,649554,0,0,0,0,0,0,,Thomas Allen,0.0,0.0,0.0,158.0,0.0,Roy Babcock,0 ,2,4,male,162,0.03333333333333333,0.5333333333333333,0.3,0.13333333333333333,0.0,30,9.233333333333333,9.133333333333333,9.166666666666666,9.7,9.8,9.8,21.422222222222224,22.766666666666666,0.0044444444444444444,0.017777777777777778,,,,,,,,,,,1.0253164556962024,31,175,0.38,0.38,0.9257142857142857,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-5.0
18172,win,2014-03-15,super welter,male super welter,679222,0,0,0,0,0,0,,Bryan Timmons,0.0,-15.0,3.0,130.0,0.0,Devon Hostler,0 ,1,4,male,137,0.0,0.5,0.16666666666666666,0.2777777777777778,0.05555555555555555,18,5.944444444444445,6.0,6.0,6.611111111111111,6.555555555555555,6.555555555555555,13.944444444444445,15.351851851851851,0.0154320987654321,0.027777777777777776,,,,,,,,,,,1.0538461538461539,38,173,0.34,0.33,0.791907514450867,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
18190,loss,2009-06-19,super middle,male super middle,501888,37,38,39,36,37,38,,Paul Harness,0.0,20.0,0.0,159.0,2.0,Sean Oliphant,0 ,4,4,male,157,0.08333333333333333,0.0,0.4166666666666667,0.25,0.25,12,18.833333333333332,19.166666666666668,18.916666666666668,18.916666666666668,18.583333333333332,18.833333333333332,44.30555555555556,43.77777777777778,0.020833333333333332,0.0,,,,,,,,,,,0.9874213836477987,37,178,0.34,0.33,0.8820224719101124,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20.0
18202,loss,2017-09-30,light,male light,814339,0,0,0,0,0,0,,Mark Slyter,0.0,10.0,0.0,131.5,1.0,Dan Abram,0 ,4,4,male,136,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.1111111111111111,9,12.444444444444445,12.333333333333334,12.333333333333334,12.777777777777779,12.777777777777779,12.88888888888889,28.88888888888889,29.851851851851855,0.012345679012345678,0.04938271604938271,7.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0,0.04081632653061224,0.0,,1.0342205323193916,28,175,0.31000000000000005,0.30000000000000004,0.7771428571428571,27.0,175.0,0.7514285714285714,1.037037037037037,1.0,1.0342205323193916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
18211,loss,2012-06-23,heavy,male heavy,618306,0,0,0,0,0,0,,Dakota Talbott,1.0,35.0,0.0,235.0,3.0,Nick Guivas,0 ,2,4,male,237,0.0,0.2727272727272727,0.6363636363636364,0.0,0.09090909090909091,22,24.0,24.318181818181817,24.181818181818183,26.0,25.727272727272727,25.818181818181817,56.378787878787875,60.33333333333333,0.0,0.012396694214876032,27.0,0.2222222222222222,0.14814814814814814,0.3333333333333333,0.18518518518518517,31.185185185185183,32.27160493827161,0.012345679012345678,0.008230452674897118,,1.0085106382978724,26,183,0.25,0.23,1.2950819672131149,41.0,184.0,1.2771739130434783,0.6341463414634146,0.9945652173913043,1.0140216253923964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0
18233,loss,2015-06-12,heavy,male heavy,723520,0,0,0,0,0,0,,Rick Reed,0.0,0.0,0.0,159.0,0.0,Chris Gann,0 ,1,4,male,169,0.2,0.8,0.0,0.0,0.0,5,7.4,7.6,7.6,7.6,7.6,7.6,17.53333333333333,17.733333333333334,0.0,0.16,,,,,,,,,,,1.0628930817610063,23,175,0.18999999999999995,0.17000000000000004,0.9657142857142857,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-10.0
18238,loss,2018-10-20,super welter,male super welter,854154,0,0,0,0,0,0,,Hector Luis Rosario,0.0,15.0,1.0,171.0,2.0,Christopher White,0 ,1,4,male,161,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,0.3333333333333333,0.6666666666666666,0.0,28.388888888888886,29.555555555555554,0.1111111111111111,0.0,,0.9415204678362573,19,183,0.17000000000000004,0.14,0.8797814207650273,40.0,180.0,0.95,0.475,1.0166666666666666,0.9260857060684499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18240,win,2015-01-31,super feather,male super feather,710653,40,36,38,38,39,37,,Aaron Ely,0.0,-15.0,3.0,131.0,0.0,Heath Cline,0 ,4,4,male,130,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,6,19.333333333333332,19.166666666666668,19.333333333333332,18.5,18.666666666666668,18.5,44.94444444444444,43.333333333333336,0.027777777777777776,0.05555555555555555,,,,,,,,,,,0.9923664122137404,34,175,0.36,0.26,0.7428571428571429,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0
18246,win,2009-10-03,super fly,male super fly,512605,39,37,40,36,40,36,,Vicente Alfaro Martinez,0.0,0.0,0.0,116.0,0.0,Jake Backus,0 ,4,4,male,119,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.42857142857142855,14,30.071428571428573,30.5,30.571428571428573,31.0,30.5,30.357142857142858,70.76190476190476,71.61904761904762,0.015306122448979591,0.01020408163265306,,,,,,,,,,,1.0258620689655173,37,165,0.52,0.53,0.7212121212121212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
18260,win,2007-10-27,light,male light,425002,0,0,0,0,0,0,,Mason Menard,3.0,-20.0,41.0,136.0,10.0,Richard Dinkins,0 ,2,4,male,133,0.0,0.075,0.025,0.575,0.325,40,24.35,24.45,24.5,22.175,22.0,22.025,56.96666666666666,51.516666666666666,0.014374999999999999,0.001875,,,,,,,,,,,0.9779411764705882,31,168,0.94,0.94,0.7916666666666666,,,,,,,14.48,27.35,22.28,21.0,61.0,82.0,38.81,14.15,30.29,15.0,78.0,93.0,,,,,,,,,,,,,15.0
18300,win,2009-10-29,super welter,male super welter,514015,40,36,40,36,40,36,,Todd Manuel,0.0,-15.0,20.0,171.0,4.0,Tyrone Dowdy,0 ,4,4,male,175,0.02857142857142857,0.14285714285714285,0.34285714285714286,0.14285714285714285,0.34285714285714286,35,37.57142857142857,37.68571428571428,36.542857142857144,37.714285714285715,37.6,36.6,87.43809523809523,87.51428571428572,0.004081632653061224,0.004081632653061224,,,,,,,,,,,1.023391812865497,27,188,0.73,0.7,0.9308510638297872,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0
18335,loss,2019-10-11,feather,male feather,900354,0,0,0,0,0,0,,Tyler Stokes,0.0,10.0,0.0,122.5,1.0,Jesse Walters,0 ,1,4,male,125,0.0,0.5,0.5,0.0,0.0,2,18.5,19.0,18.0,19.5,19.0,20.0,43.5,45.166666666666664,0.0,0.25,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0204081632653061,28,163,0.17000000000000004,0.12,0.7668711656441718,18.0,173.0,0.708092485549133,1.5555555555555556,0.9421965317919075,1.0830098910729937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
18337,win,2018-11-09,light heavy,male light heavy,856679,10,9,10,9,10,9,,Courtney Pitts,0.0,0.0,0.0,186.5,0.0,Brandon Martin,0 ,2,4,male,185,0.0,0.0,0.5,0.0,0.5,2,10.0,9.5,9.5,9.0,9.5,9.5,22.666666666666668,21.666666666666668,0.0,0.0,4.0,0.0,0.25,0.25,0.5,51.0,48.75,0.0625,0.0,,0.9919571045576407,36,183,0.28,0.27,1.010928961748634,33.0,175.0,1.0657142857142856,1.0909090909090908,1.0457142857142858,0.9485928595496566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18339,loss,2007-01-12,welter,male welter,382485,0,0,0,0,0,0,,Blake Franklin,0.0,25.0,1.0,123.25,3.0,Jaime Villa,0 ,3,4,male,123,0.07692307692307693,0.2692307692307692,0.19230769230769232,0.11538461538461539,0.34615384615384615,26,27.423076923076923,27.576923076923077,27.73076923076923,27.307692307692307,27.153846153846153,27.03846153846154,64.24358974358974,63.47435897435897,0.004437869822485207,0.010355029585798816,,,,,,,,,,,0.9979716024340771,33,173,0.5900000000000001,0.5800000000000001,0.7109826589595376,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
18365,win,2016-01-16,super welter,male super welter,744250,0,0,0,0,0,0,,Quantavious Green,2.0,-30.0,23.0,140.0,4.0,Jerron Lockette,0 ,2,4,male,146,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,6,8.0,8.0,8.166666666666666,7.833333333333333,7.833333333333333,7.666666666666667,18.72222222222222,18.22222222222222,0.05555555555555555,0.05555555555555555,,,,,,,,,,,1.042857142857143,24,175,0.46,0.45,0.8342857142857143,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0
18371,loss,2006-06-17,middle,male middle,361160,0,0,0,0,0,0,,Phillip Lars,0.0,0.0,0.0,161.0,0.0,Angel Camacho Jr,0 ,1,4,male,156,0.041666666666666664,0.625,0.16666666666666666,0.08333333333333333,0.08333333333333333,24,12.916666666666666,13.208333333333334,13.083333333333334,13.625,13.416666666666666,13.5,30.48611111111111,31.541666666666664,0.003472222222222222,0.026041666666666668,16.0,0.0,0.0,0.3125,0.6875,54.5625,50.6875,0.01953125,0.0,,0.968944099378882,34,188,0.33,0.34,0.8297872340425532,36.0,183.0,0.8797814207650273,0.9444444444444444,1.0273224043715847,0.943174309501784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
18395,win,2019-01-17,heavy,male heavy,865229,0,0,0,0,0,0,,Joshua Brown,0.0,-5.0,1.0,241.0,0.0,Yondell Johnson,0 ,2,4,male,216,0.0,0.0,0.5,0.0,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,43.666666666666664,45.0,0.0,0.25,,0.8962655601659751,29,193,0.38,0.37,1.1191709844559585,37.0,193.0,1.2487046632124352,0.7837837837837838,1.0,0.8962655601659751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
18397,loss,2012-10-27,heavy,male heavy,628723,0,0,0,0,0,0,,James Roe,0.0,0.0,0.0,187.0,0.0,Matt Meyer,0 ,1,4,male,185,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.09876543209876543,,,,,,,,,,,0.9893048128342246,47,175,0.22,0.18999999999999995,1.0571428571428572,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-15.0
18406,loss,2017-11-02,welter,male welter,814939,0,0,0,0,0,0,,DonCorey Bell,0.0,10.0,0.0,156.0,1.0,Noah LaCoste,0 ,1,4,male,150,0.0,0.5,0.5,0.0,0.0,2,19.0,18.5,17.5,19.0,19.5,20.0,43.333333333333336,45.166666666666664,0.0,0.25,,,,,,,,,,,0.9615384615384616,29,175,0.52,0.53,0.8571428571428571,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-5.0
18408,loss,2007-10-27,middle,male middle,428077,0,0,0,0,0,0,,Michael Traylor,0.0,20.0,0.0,157.0,2.0,Wilford Scypion Jr,0 ,1,4,male,160,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.019108280254777,37,180,0.17000000000000004,0.16000000000000006,0.8888888888888888,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-5.0
18410,loss,2017-05-13,super light,male super light,800525,0,0,0,0,0,0,,Trevion Marshall,0.0,50.0,0.0,139.0,5.0,Curtis Johnson,0 ,1,4,male,137,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,11.0,0.0,0.0,0.7272727272727273,0.2727272727272727,39.27272727272727,36.87878787878788,0.06611570247933884,0.0,,0.9856115107913669,29,175,0.52,0.53,0.7828571428571428,30.0,175.0,0.7942857142857143,0.9666666666666667,1.0,0.9856115107913669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.55,25.0,0.0,9.5,9.5,18.6,2.5,14.79,0.5,12.0,12.5,0.0
