,clean_outcome,date,division,gender+division,global_id,judge1boxer,judge1opp,judge2boxer,judge2opp,judge3boxer,judge3opp,meta,name,opp_draw,opp_last6,opp_loss,opp_weight,opp_win,opposition,rating,rounds1,rounds2,sex,weight,Draw,Loss KO,Loss Other,Win KO,Win Other,fight_count,judge1avg,judge2avg,judge3avg,judge1againstavg,judge2againstavg,judge3againstavg,avgpts,avgptsagainst,KO ratio,KnockedOut ratio,opp_fight_count,opp_lossKO,opp_lossOther,opp_winKO,opp_winOther,opp_avgpts,opp_avgptsagainst,opp_KO ratio,opp_KnockedOut ratio,opp_meta,weightratio,age,height,rating1,rating2,bmi,opp_age,opp_height,opp_bmi,age_ratio,height_ratio,bmi_ratio,Jab accuracy,Power punch accuracy,Total punch accuracy,Avg Jabs landed,Avg Power punches landed,Avg Total punches landed,% of Power punches landed against,% of Jabs landed against,% of Total punches landed against,Avg Jabs landed against,Avg Power punches landed against,Avg Total punches landed against,oppjabaccuracy,opppoweraccuracy,opptotalaccuracy,oppavgjabslanded,oppavgpowerlanded,oppavgtotallanded,opppercpowerlandedagainst,opppercejabslandedagainst,oppperctotallandedagainst,oppavgjabsagainst,oppavgpowerlandedagainst,oppavgtotalagainst,last6
0,win,2016-01-23,cruiser,male cruiser,745266,0,0,0,0,0,0,,Roberto Salas,0.0,0.0,0.0,214.0,0.0,Cody Sons,0 ,1,4,male,201,0.0,0.0,0.0,0.8,0.2,5,8.0,8.0,7.8,7.2,7.2,7.4,18.6,16.866666666666667,0.16,0.0,,,,,,,,,,,0.9392523364485982,30,188,0.75,0.78,1.0691489361702127,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,30.0
5,win,2017-09-16,heavy,male heavy,810496,0,0,0,0,0,0,,James Jackson,0.0,-10.0,2.0,198.0,0.0,Billy Martin,0 ,2,4,male,225,0.2,0.0,0.0,0.4,0.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,1.1363636363636365,22,175,0.69,0.69,1.2857142857142858,29.0,175.0,1.1314285714285715,0.7586206896551724,1.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,win,2018-09-21,bantam,female bantam,846774,0,0,0,0,0,0,,Alex Love,0.0,0.0,0.0,,0.0,Jennifer Michelle Woods,0 ,1,4,female,0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,,,,,,,,,,,,30,155,0.52,0.53,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0
13,draw,2016-02-06,fly,male fly,744816,38,38,37,39,38,38,,Juan Centeno,0.0,0.0,0.0,108.75,0.0,Francisco Velasquez,0 ,4,4,male,112,0.125,0.25,0.125,0.125,0.375,8,25.875,26.625,26.25,26.125,25.375,25.75,61.25,60.083333333333336,0.015625,0.03125,,,,,,,,,,,1.0298850574712644,24,175,0.52,0.53,0.64,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0
21,win,2019-06-15,super middle,male super middle,883690,0,0,0,0,0,0,,Jordan Weeks,1.0,-30.0,14.0,163.5,3.0,Mark Anderson,0 ,6,6,male,166,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.09090909090909091,0.7272727272727273,0.09090909090909091,0.045454545454545456,49.95454545454545,54.25757575757576,0.004132231404958678,0.004132231404958678,,1.0152905198776758,27,175,0.49,0.52,0.9485714285714286,39.0,175.0,0.9342857142857143,0.6923076923076923,1.0,1.0152905198776758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,win,2016-10-15,middle,male middle,774137,0,0,0,0,0,0,,Andrew Whitfield,0.0,0.0,0.0,,0.0,CJ Mount,0 ,1,4,male,170,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,,,,,,,,,,,,29,175,0.42,0.45,0.9714285714285714,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0
26,win,2018-06-02,super light,male super light,838706,0,0,0,0,0,0,,Roddricus Livsey,0.0,-10.0,2.0,140.5,0.0,William Barber,0 ,1,4,male,135,0.0,0.0,0.0,0.75,0.25,4,9.75,9.75,9.75,9.25,9.25,9.25,22.75,21.583333333333332,0.1875,0.0,,,,,,,,,,,0.9608540925266904,36,175,0.4,0.42,0.7714285714285715,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20.0
30,win,2018-12-01,heavy,male heavy,869683,0,0,0,0,0,0,,Vern Earwood,0.0,0.0,0.0,376.0,0.0,Eddie Sisneros,0 ,1,4,male,262,0.0,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6968085106382979,29,175,0.45,0.46,1.497142857142857,29.0,175.0,2.1485714285714286,1.0,1.0,0.6968085106382979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,win,2019-02-16,welter,male welter,868037,0,0,0,0,0,0,,Damon Towns,0.0,-5.0,1.0,147.0,0.0,Karl Garcia Butler,0 ,1,4,male,147,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.0,28,170,0.38,0.35,0.8647058823529412,35.0,175.0,0.84,0.8,0.9714285714285714,1.0294117647058825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
35,win,2018-02-10,light,female light,823644,0,0,0,0,0,0,,Mariah Prussia,0.0,-10.0,2.0,134.0,0.0,Micaela Fox,0 ,1,4,female,137,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0223880597014925,29,175,0.52,0.53,0.7828571428571428,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0
37,win,2019-01-18,heavy,male heavy,866545,0,0,0,0,0,0,,Shawn Gates,0.0,-30.0,15.0,284.0,2.0,Willie Kyles,0 ,2,4,male,303,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.75,0.05,0.2,0.0,0.0,0.0,0.01,0.0375,,1.0669014084507042,35,175,0.37,0.36,1.7314285714285715,39.0,175.0,1.6228571428571428,0.8974358974358975,1.0,1.0669014084507042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.85,62.75,59.74,14.0,32.0,46.0,17.74,23.53,18.99,4.0,11.0,15.0,
38,win,2019-03-23,super middle,male super middle,873076,0,0,0,0,0,0,,Shane Fitcher,0.0,0.0,0.0,,0.0,Zak Bucia,0 ,2,4,male,0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,29,175,0.31999999999999995,0.29000000000000004,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
39,win,2018-11-03,super welter,male super welter,856237,0,0,0,0,0,0,,John Hunt,0.0,0.0,0.0,150.75,0.0,Roy Freeman,0 ,3,4,male,152,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,3,25.0,24.333333333333332,24.666666666666668,25.333333333333332,26.0,25.666666666666668,57.55555555555555,59.888888888888886,0.1111111111111111,0.0,,,,,,,,,,,1.0082918739635158,30,175,0.29000000000000004,0.53,0.8685714285714285,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0
42,loss,2016-10-15,super light,male super light,771145,35,40,35,40,36,40,,Lupe Jimenez,0.0,-15.0,7.0,136.0,2.0,Jeff Farmer,0 ,4,4,male,138,0.2,0.2,0.4,0.2,0.0,5,14.2,14.2,14.4,16.0,16.0,16.0,33.199999999999996,37.333333333333336,0.04,0.04,22.0,0.3181818181818182,0.5,0.045454545454545456,0.13636363636363635,36.90909090909091,39.121212121212125,0.002066115702479339,0.014462809917355372,,1.0147058823529411,31,175,0.27,0.26,0.7885714285714286,39.0,170.0,0.8,0.7948717948717948,1.0294117647058822,0.9857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0
47,win,2018-07-28,welter,male welter,842101,0,0,0,0,0,0,,Terence Reed,0.0,0.0,0.0,150.5,0.0,Adrian Thomas,0 ,3,4,male,147,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,,,,,,,,,,,0.9767441860465116,38,175,0.27,0.24,0.84,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20.0
50,loss,2018-08-25,super light,male super light,844760,36,40,36,40,36,40,,Matt Gavers,0.0,0.0,0.0,139.0,0.0,Daniel Cruz,0 ,4,4,male,139,0.16666666666666666,0.16666666666666666,0.5,0.0,0.16666666666666666,6,31.166666666666668,30.833333333333332,31.0,32.166666666666664,32.5,32.333333333333336,72.33333333333333,75.44444444444443,0.0,0.027777777777777776,3.0,0.0,0.0,0.3333333333333333,0.6666666666666666,62.22222222222223,56.0,0.1111111111111111,0.0,,1.0,22,170,0.22,0.21,0.8176470588235294,20.0,170.0,0.8176470588235294,1.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
56,win,2019-01-26,light,male light,867643,0,0,0,0,0,0,,Josh Huber,0.0,0.0,0.0,,0.0,Zac Cooper,0 ,4,4,male,0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,29,175,0.27,0.27,0.0,26.0,175.0,,1.1153846153846154,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,win,2019-01-26,light,male light,867861,0,0,0,0,0,0,,Cory Galloway,0.0,0.0,0.0,,0.0,Keegan Blanco,0 ,4,4,male,0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,29,175,0.27,0.27,0.0,29.0,175.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,win,2019-03-23,super middle,male super middle,873077,0,0,0,0,0,0,,Steele McCall,0.0,0.0,0.0,,0.0,Hayward Charles,0 ,4,4,male,0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,29,175,0.24,0.22,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
59,win,2017-05-05,super bantam,male super bantam,792080,39,37,40,36,39,37,,David Alfaro,0.0,-25.0,19.0,124.0,2.0,Manuel Rubalcava,0 ,4,4,male,120,0.0,0.25,0.5,0.0,0.25,4,28.0,28.0,28.25,29.0,29.0,28.75,65.41666666666667,67.58333333333333,0.0,0.0625,,,,,,,,,,,0.967741935483871,31,175,0.26,0.16000000000000006,0.6857142857142857,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0
63,win,2018-07-20,heavy,male heavy,842033,40,36,40,36,40,36,,Ryan Edwards,0.0,0.0,0.0,226.0,0.0,Ryan Williams,0 ,4,4,male,258,0.0,0.0,0.5,0.0,0.5,2,38.0,38.0,38.0,38.0,38.0,38.0,88.66666666666667,88.66666666666667,0.0,0.0,,,,,,,,,,,1.1415929203539823,27,188,0.26,0.23,1.372340425531915,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
65,win,2018-03-10,welter,male welter,829316,39,37,37,39,38,37,,Edward Torres,1.0,10.0,1.0,143.5,1.0,Jose Ceja,0 ,4,4,male,140,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3,37.333333333333336,36.666666666666664,38.0,38.666666666666664,39.333333333333336,37.666666666666664,86.66666666666667,90.55555555555556,0.0,0.0,7.0,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,75.23809523809526,76.71428571428572,0.0,0.02040816326530612,,0.975609756097561,29,175,0.22,0.18999999999999995,0.8,34.0,170.0,0.8441176470588235,0.8529411764705882,1.0294117647058822,0.9477351916376308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,win,2018-12-01,feather,female feather,869872,0,0,0,0,0,0,,Ashley Deen,0.0,0.0,0.0,125.0,0.0,Heather Denny,0 ,3,3,female,126,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.008,29,175,0.52,0.53,0.72,29.0,175.0,0.7142857142857143,1.0,1.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,loss,2017-07-09,welter,male welter,804932,0,0,0,0,0,0,,Ernest Knight,0.0,20.0,0.0,139.0,2.0,Jose Arellano,0 ,1,4,male,140,0.0,1.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,,,,,,,,,,,1.0071942446043165,42,175,0.17000000000000004,0.14,0.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-5.0
73,loss,2018-02-03,cruiser,male cruiser,820035,34,40,34,40,33,40,,Jarvis Ervin,0.0,20.0,0.0,166.0,2.0,Eddie Hamilton,0 ,4,4,male,167,0.0,0.6,0.4,0.0,0.0,5,14.0,14.0,13.8,16.0,16.0,16.0,32.6,37.333333333333336,0.0,0.12,5.0,0.0,0.0,0.4,0.6,56.0,49.2,0.08,0.0,,1.0060240963855422,29,180,0.21,0.22,0.9277777777777778,29.0,180.0,0.9222222222222223,1.0,1.0,1.0060240963855422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
78,loss,2018-05-12,heavy,male heavy,832745,0,0,0,0,0,0,,Allen Campoy Ruiz,0.0,0.0,0.0,187.5,0.0,Amir Dadovic,0 ,3,4,male,202,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,1.0773333333333333,25,175,0.18999999999999995,0.24,1.1542857142857144,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-5.0
80,loss,2018-09-01,super welter,male super welter,847617,0,0,0,0,0,0,,Malik Witherspoon,0.0,0.0,0.0,159.0,0.0,Destyne Butler,0 ,1,4,male,162,0.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.0,0.0,0.0,0.7142857142857143,0.2857142857142857,26.666666666666668,24.0,0.10204081632653061,0.0,,1.0188679245283019,20,180,0.17000000000000004,0.14,0.9,24.0,185.0,0.8594594594594595,0.8333333333333334,0.972972972972973,1.0471698113207548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,loss,2018-09-21,welter,male welter,847749,0,0,0,0,0,0,,Harold Jackson,0.0,0.0,0.0,,0.0,Cory Madden,0 ,2,4,male,0,0.0,0.5,0.5,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.0,0.0,0.2,0.8,0.0,21.0,23.333333333333332,0.16,0.0,,,29,175,0.17000000000000004,0.14,0.0,33.0,173.0,,0.8787878787878788,1.0115606936416186,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,loss,2018-12-08,middle,male middle,860483,0,0,0,0,0,0,,Adonis Grant,0.0,20.0,0.0,154.25,2.0,Antonio Todd,0 ,2,4,male,155,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,60.592592592592595,57.370370370370374,0.04938271604938271,0.012345679012345678,,1.0048622366288493,22,175,0.17000000000000004,0.17000000000000004,0.8857142857142857,25.0,183.0,0.842896174863388,0.88,0.9562841530054644,1.0507987960175966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,loss,2019-01-26,light,male light,867862,0,0,0,0,0,0,,Keegan Blanco,0.0,0.0,0.0,,0.0,Cory Galloway,0 ,4,4,male,0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,29,175,0.18999999999999995,0.18999999999999995,0.0,29.0,175.0,,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,loss,2019-01-26,light,male light,867863,0,0,0,0,0,0,,Scott Ingram,1.0,5.0,0.0,,0.0,Ben Lugo,0 ,4,4,male,0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,45.333333333333336,43.333333333333336,0.0,0.0,,,29,175,0.18999999999999995,0.18999999999999995,0.0,30.0,178.0,,0.9666666666666667,0.9831460674157303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,loss,2018-12-01,feather,female feather,869873,0,0,0,0,0,0,,Heather Denny,0.0,0.0,0.0,126.0,0.0,Ashley Deen,0 ,3,3,female,125,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.9920634920634921,29,175,0.52,0.53,0.7142857142857143,29.0,175.0,0.72,1.0,1.0,0.9920634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,loss,2018-12-01,heavy,male heavy,869875,0,0,0,0,0,0,,Eddie Sisneros,0.0,0.0,0.0,262.0,0.0,Vern Earwood,0 ,1,4,male,376,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,,1.4351145038167938,29,175,0.18999999999999995,0.16000000000000006,2.1485714285714286,29.0,175.0,1.497142857142857,1.0,1.0,1.4351145038167938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,loss,2019-03-22,super feather,male super feather,873074,0,0,0,0,0,0,,Sammy Katz,0.0,20.0,0.0,,2.0,Lucio Zuniga,0 ,2,4,male,0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.75,0.25,34.75,31.75,0.1875,0.0,,,29,175,0.18999999999999995,0.08999999999999997,0.0,19.0,175.0,,1.5263157894736843,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,loss,2019-03-30,welter,male welter,873747,35,40,35,40,35,40,,Damion Gaskin,0.0,0.0,0.0,141.0,0.0,Charleston Pou,0 ,4,4,male,142,0.0,0.5,0.5,0.0,0.0,2,17.5,17.5,17.5,20.0,20.0,20.0,40.833333333333336,46.666666666666664,0.0,0.25,,,,,,,,,,,1.0070921985815602,30,175,0.17000000000000004,0.14,0.8114285714285714,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
92,loss,2019-06-01,light,male light,879108,0,0,0,0,0,0,,Alex Rivera,0.0,0.0,0.0,134.5,0.0,Nathaniel Lee Davis,0 ,2,4,male,134,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,,0.9962825278810409,29,175,0.18999999999999995,0.53,0.7657142857142857,29.0,178.0,0.7556179775280899,1.0,0.9831460674157303,1.01336165693043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,win,2008-03-14,light heavy,male light heavy,444276,0,0,0,0,0,0,,Frankie Filippone,0.0,-10.0,2.0,,0.0,Calvin Horne,0 ,1,4,male,160,0.02857142857142857,0.08571428571428572,0.14285714285714285,0.2571428571428571,0.4857142857142857,35,15.0,15.057142857142857,14.0,14.257142857142858,14.228571428571428,13.114285714285714,34.72380952380952,32.85714285714286,0.007346938775510204,0.0024489795918367346,,,,,,,,,,,,39,178,0.81,0.85,0.898876404494382,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,60.0
128,win,2019-08-22,,male nan,860803,39,37,40,36,40,36,,Nicholas Sullivan,0.0,-5.0,3.0,134.5,1.0,Jose Saul Palacios,0 ,4,4,male,133,0.0,0.0,0.0,0.5,0.5,2,19.5,20.0,20.0,18.5,18.0,18.0,46.166666666666664,42.5,0.25,0.0,,,,,,,,,,,0.9888475836431226,21,175,0.52,0.53,0.76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
130,win,2012-08-04,heavy,male heavy,622344,0,0,0,0,0,0,,Jerry Forrest,0.0,-30.0,9.0,235.0,2.0,Keon Graham,0 ,1,4,male,235,0.0,0.034482758620689655,0.06896551724137931,0.6206896551724138,0.27586206896551724,29,10.344827586206897,10.482758620689655,10.379310344827585,10.517241379310345,10.413793103448276,10.482758620689655,24.28735632183908,24.42528735632184,0.02140309155766944,0.0011890606420927466,,,,,,,,,,,1.0,31,185,0.93,0.93,1.2702702702702702,,,,,,,10.53,32.83,24.7,16.0,87.0,103.0,29.24,9.7,22.87,13.0,81.0,94.0,,,,,,,,,,,,,60.0
159,win,2009-01-17,super welter,male super welter,481550,0,0,0,0,0,0,,Jeremiah Wiggins,0.0,-20.0,4.0,160.0,0.0,Calvin Aughtrey,0 ,4,4,male,159,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.2777777777777778,0.2777777777777778,18,18.0,17.88888888888889,17.944444444444443,17.72222222222222,17.88888888888889,17.833333333333332,41.87037037037037,41.55555555555556,0.0154320987654321,0.012345679012345678,,,,,,,,,,,0.99375,37,178,0.56,0.56,0.8932584269662921,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-15.0
177,loss,2017-01-20,super welter,male super welter,786989,0,0,0,0,0,0,,Anthony Overby,0.0,30.0,0.0,154.0,3.0,Fred Wilson Jr,0 ,4,4,male,153,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,12,18.083333333333332,18.083333333333332,18.166666666666668,19.75,19.833333333333332,19.75,42.22222222222222,46.166666666666664,0.0,0.013888888888888888,8.0,0.0,0.0,0.25,0.5,28.25,26.875,0.03125,0.0,,0.9935064935064936,32,178,0.17000000000000004,0.14,0.8595505617977528,25.0,188.0,0.8191489361702128,1.28,0.9468085106382979,1.0493214650518021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0
189,win,2018-12-08,light heavy,male light heavy,845595,0,0,0,0,0,0,,Leon Gittens,0.0,0.0,0.0,175.0,0.0,Christian Leonard,0 ,4,4,male,173,0.0,0.0,0.0,0.5,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,,,,,,,,,,,0.9885714285714285,35,180,0.7,0.72,0.9611111111111111,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0
