,miles,location,name,sex,w,l,d,division,from,to,players_links,id
0,0,USA,Roberto Salas,male,5,0,0,cruiser,2016,2019,https://boxrec.com/en/proboxer/745266,745266
1,0,USA,James Jackson,male,4,0,1,heavy,2017,2019,https://boxrec.com/en/proboxer/810496,810496
2,0,USA,Alex Love,female,3,0,0,bantam,2018,2019,https://boxrec.com/en/proboxer/846774,846774
3,0,USA,Juan Centeno,male,4,3,1,fly,2016,2019,https://boxrec.com/en/proboxer/744816,744816
4,0,USA,Jordan Weeks,male,2,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/883690,883690
5,0,USA,Andrew Whitfield,male,2,1,0,middle,2016,2019,https://boxrec.com/en/proboxer/774137,774137
6,0,USA,Roddricus Livsey,male,4,0,0,super light,2018,2019,https://boxrec.com/en/proboxer/838706,838706
7,0,USA,Vern Earwood,male,3,0,0,heavy,2018,2019,https://boxrec.com/en/proboxer/869683,869683
8,0,USA,Damon Towns,male,2,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/868037,868037
9,0,USA,Mariah Prussia,female,2,0,0,light,2018,2019,https://boxrec.com/en/proboxer/823644,823644
10,0,USA,Shawn Gates,male,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/866545,866545
11,0,USA,Shane Fitcher,male,1,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/873076,873076
12,0,USA,John Hunt,male,1,1,1,super welter,2018,2019,https://boxrec.com/en/proboxer/856237,856237
13,0,USA,Lupe Jimenez,male,1,3,1,super light,2016,2019,https://boxrec.com/en/proboxer/771145,771145
14,0,USA,Terence Reed,male,2,1,0,welter,2018,2019,https://boxrec.com/en/proboxer/842101,842101
15,0,USA,Matt Gavers,male,1,4,1,super light,2018,2019,https://boxrec.com/en/proboxer/844760,844760
16,0,USA,Josh Huber,male,1,0,0,light,2019,2019,https://boxrec.com/en/proboxer/867643,867643
17,0,USA,Cory Galloway,male,1,0,0,light,2019,2019,https://boxrec.com/en/proboxer/867861,867861
18,0,USA,Steele McCall,male,1,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/873077,873077
19,0,USA,David Alfaro,male,1,3,0,super bantam,2017,2019,https://boxrec.com/en/proboxer/792080,792080
20,0,USA,Ryan Edwards,male,1,1,0,heavy,2018,2019,https://boxrec.com/en/proboxer/842033,842033
21,0,USA,Edward Torres,male,1,2,0,welter,2018,2019,https://boxrec.com/en/proboxer/829316,829316
22,0,USA,Ashley Deen,female,1,0,0,feather,2018,2018,https://boxrec.com/en/proboxer/869872,869872
23,0,USA,Ernest Knight,male,0,4,0,welter,2017,2019,https://boxrec.com/en/proboxer/804932,804932
24,0,USA,Jarvis Ervin,male,0,5,0,cruiser,2018,2019,https://boxrec.com/en/proboxer/820035,820035
25,0,USA,Allen Campoy Ruiz,male,0,2,0,heavy,2018,2019,https://boxrec.com/en/proboxer/832745,832745
26,0,USA,Malik Witherspoon,male,0,2,0,super welter,2018,2019,https://boxrec.com/en/proboxer/847617,847617
27,0,USA,Harold Jackson,male,0,2,0,welter,2018,2018,https://boxrec.com/en/proboxer/847749,847749
28,0,USA,Adonis Grant,male,0,1,0,middle,2018,2018,https://boxrec.com/en/proboxer/860483,860483
29,0,USA,Keegan Blanco,male,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/867862,867862
30,0,USA,Scott Ingram,male,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/867863,867863
31,0,USA,Heather Denny,female,0,1,0,feather,2018,2018,https://boxrec.com/en/proboxer/869873,869873
32,0,USA,Eddie Sisneros,male,0,1,0,heavy,2018,2018,https://boxrec.com/en/proboxer/869875,869875
33,0,USA,Sammy Katz,male,0,1,0,super feather,2019,2019,https://boxrec.com/en/proboxer/873074,873074
34,0,USA,Damion Gaskin,male,0,2,0,welter,2019,2019,https://boxrec.com/en/proboxer/873747,873747
35,0,USA,Alex Rivera,male,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/879108,879108
36,5,"USA, Virginia, Norfolk",Frankie Filippone,male,26,8,1,light heavy,2008,2018,https://boxrec.com/en/proboxer/444276,444276
37,5,"USA, Virginia, Norfolk",Nicholas Sullivan,male,2,0,0,,2019,2019,https://boxrec.com/en/proboxer/860803,860803
38,8,"USA, Virginia, Newport News",Jerry Forrest,male,26,3,0,heavy,2012,2019,https://boxrec.com/en/proboxer/622344,622344
39,8,"USA, Virginia, Newport News",Jeremiah Wiggins,male,10,7,1,super welter,2009,2018,https://boxrec.com/en/proboxer/481550,481550
40,8,"USA, Virginia, Newport News",Anthony Overby,male,0,11,0,super welter,2017,2019,https://boxrec.com/en/proboxer/786989,786989
41,10,"USA, Virginia, Hampton",Leon Gittens,male,2,0,0,light heavy,2018,2019,https://boxrec.com/en/proboxer/845595,845595
42,13,"USA, Virginia, Chesapeake",Reggie Barnett Jr,male,6,2,0,super feather,2015,2019,https://boxrec.com/en/proboxer/735049,735049
43,13,"USA, Virginia, Chesapeake",Keith Robertson,male,7,0,1,cruiser,2013,2019,https://boxrec.com/en/proboxer/640478,640478
44,13,"USA, Virginia, Chesapeake",Michaele Nogue,female,1,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/857680,857680
45,19,"USA, Virginia, Virginia Beach",Montez Brown,male,8,1,0,cruiser,2016,2019,https://boxrec.com/en/proboxer/760809,760809
46,19,"USA, Virginia, Virginia Beach",Jason Wahr,male,4,15,3,middle,2007,2018,https://boxrec.com/en/proboxer/383790,383790
47,19,"USA, Virginia, Virginia Beach",Ryan Parker,male,0,1,0,heavy,2019,2019,https://boxrec.com/en/proboxer/888369,888369
48,40,"USA, North Carolina, Hobbsville",Roger Belch,male,13,1,0,light,2015,2019,https://boxrec.com/en/proboxer/728226,728226
49,75,"USA, Virginia, Richmond",Immanuwel Aleem,male,18,1,2,middle,2012,2019,https://boxrec.com/en/proboxer/618233,618233
50,75,"USA, Virginia, Richmond",Nigel Fennell,male,5,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/847479,847479
51,75,"USA, Virginia, Richmond",Rafiq Muhammad,male,4,0,0,super welter,2016,2019,https://boxrec.com/en/proboxer/748802,748802
52,75,"USA, Virginia, Richmond",Gabriel Braxton,male,2,28,0,super light,2013,2019,https://boxrec.com/en/proboxer/671340,671340
53,75,"USA, Virginia, Richmond",Tyshae Ferguson,male,0,10,0,light,2013,2019,https://boxrec.com/en/proboxer/659413,659413
54,102,"USA, Maryland, Lusby",Nathaniel Lee Davis,male,1,1,0,super feather,2019,2019,https://boxrec.com/en/proboxer/871457,871457
55,103,"USA, North Carolina, Rocky Mount",Henry Mercer,male,2,19,0,light heavy,2013,2019,https://boxrec.com/en/proboxer/671190,671190
56,103,"USA, North Carolina, Rocky Mount",Bryan Canady,male,0,5,0,heavy,2017,2019,https://boxrec.com/en/proboxer/805972,805972
57,103,"USA, North Carolina, Rocky Mount",Khalil Brown,male,0,4,0,heavy,2018,2019,https://boxrec.com/en/proboxer/849743,849743
58,105,"USA, North Carolina, Greenville",Jacquan Townes,male,7,1,0,cruiser,2016,2019,https://boxrec.com/en/proboxer/777847,777847
59,111,"USA, Maryland, Salisbury",Tahir Thomas,male,4,2,1,super middle,2010,2019,https://boxrec.com/en/proboxer/533160,533160
60,115,"USA, Virginia, Fredericksburg",Victor Miles,male,1,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/870642,870642
61,117,"USA, Maryland, Cambridge",Dontre King,male,7,21,2,super welter,2008,2019,https://boxrec.com/en/proboxer/456424,456424
62,118,"USA, North Carolina, Wilson",Kelvin King,male,5,0,1,welter,2017,2019,https://boxrec.com/en/proboxer/818362,818362
63,118,"USA, North Carolina, Wilson",Austin Bryant,male,4,2,0,cruiser,2016,2018,https://boxrec.com/en/proboxer/760249,760249
64,118,"USA, North Carolina, Wilson",Lamarco Ellis,male,2,6,0,heavy,2016,2019,https://boxrec.com/en/proboxer/764895,764895
65,118,"USA, North Carolina, Wilson",Demonte Cherry,male,1,7,0,heavy,2016,2019,https://boxrec.com/en/proboxer/761173,761173
66,118,"USA, North Carolina, Wilson",Marcell Sams Jr,male,0,2,0,cruiser,2015,2018,https://boxrec.com/en/proboxer/718608,718608
67,118,"USA, North Carolina, Wilson",Damian Archer,male,0,4,0,super welter,2015,2019,https://boxrec.com/en/proboxer/723792,723792
68,118,"USA, North Carolina, Wilson",Daron Hester,male,0,6,0,super welter,2016,2018,https://boxrec.com/en/proboxer/750584,750584
69,118,"USA, North Carolina, Wilson",Molique Artis,male,0,7,0,super light,2016,2019,https://boxrec.com/en/proboxer/761170,761170
70,118,"USA, North Carolina, Wilson",Khadija Sanders,female,0,5,0,feather,2016,2019,https://boxrec.com/en/proboxer/775471,775471
71,118,"USA, North Carolina, Wilson",Marquis Johnson,male,0,4,0,super light,2016,2018,https://boxrec.com/en/proboxer/775474,775474
72,118,"USA, North Carolina, Wilson",Demetrius Shaw,male,0,4,0,heavy,2017,2018,https://boxrec.com/en/proboxer/796657,796657
73,118,"USA, North Carolina, Wilson",Ronald Alston,male,0,3,0,super bantam,2017,2019,https://boxrec.com/en/proboxer/797214,797214
74,118,"USA, North Carolina, Wilson",Shaquille Harris,male,0,3,0,super feather,2017,2019,https://boxrec.com/en/proboxer/800421,800421
75,118,"USA, North Carolina, Wilson",Knowledge Robinson Speight,male,0,5,0,bantam,2017,2019,https://boxrec.com/en/proboxer/818349,818349
76,118,"USA, North Carolina, Wilson",Geral Thomas,male,0,4,0,super feather,2017,2019,https://boxrec.com/en/proboxer/821077,821077
77,118,"USA, North Carolina, Wilson",Kwatevion Nijee Isom,male,0,3,0,super light,2018,2019,https://boxrec.com/en/proboxer/826937,826937
78,118,"USA, North Carolina, Wilson",Terrance Brown,male,0,3,0,welter,2018,2019,https://boxrec.com/en/proboxer/834396,834396
79,118,"USA, North Carolina, Wilson",Styris Horne,female,0,2,0,heavy,2018,2019,https://boxrec.com/en/proboxer/844713,844713
80,118,"USA, North Carolina, Wilson",Rashio Evans,male,0,2,0,super light,2018,2019,https://boxrec.com/en/proboxer/844716,844716
81,118,"USA, North Carolina, Wilson",Thomas Hobbs,male,0,2,0,heavy,2018,2019,https://boxrec.com/en/proboxer/846014,846014
82,118,"USA, North Carolina, Wilson",Marquious Joyner,male,0,2,0,middle,2018,2019,https://boxrec.com/en/proboxer/857751,857751
83,118,"USA, North Carolina, Wilson",Nigel Farmer,male,0,3,0,middle,2018,2019,https://boxrec.com/en/proboxer/857752,857752
84,118,"USA, North Carolina, Wilson",Joshuan Cox,male,0,1,0,light heavy,2018,2018,https://boxrec.com/en/proboxer/857753,857753
85,118,"USA, North Carolina, Wilson",Raekwon Williams,male,0,3,0,super feather,2018,2019,https://boxrec.com/en/proboxer/857754,857754
86,118,"USA, North Carolina, Wilson",Chante Bowens,male,0,4,0,feather,2018,2019,https://boxrec.com/en/proboxer/861116,861116
87,118,"USA, North Carolina, Wilson",Paris Liles,male,0,1,0,heavy,2019,2019,https://boxrec.com/en/proboxer/866700,866700
88,118,"USA, North Carolina, Wilson",Jerome Woods,male,0,2,0,super middle,2019,2019,https://boxrec.com/en/proboxer/866701,866701
89,118,"USA, North Carolina, Wilson",Tjuan Wooten,male,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/866702,866702
90,118,"USA, North Carolina, Wilson",Travoris Lofton,male,0,1,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/869413,869413
91,118,"USA, North Carolina, Wilson",Na'ledge Barnes,male,0,2,0,middle,2019,2019,https://boxrec.com/en/proboxer/876189,876189
92,120,"USA, Virginia, Louisa",Corey Champion,male,1,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/888370,888370
93,123,"USA, Maryland, Waldorf",Mike Reed,male,25,2,0,super light,2013,2019,https://boxrec.com/en/proboxer/639617,639617
94,123,"USA, Maryland, Waldorf",Rashad Kilpatrick,male,5,0,0,welter,2017,2019,https://boxrec.com/en/proboxer/801436,801436
95,123,"USA, North Carolina, Black Creek",Brandon Ruffin,male,0,4,0,super light,2016,2019,https://boxrec.com/en/proboxer/746012,746012
96,123,"USA, Maryland, Waldorf",Kwasi Horton,male,0,2,0,heavy,2018,2018,https://boxrec.com/en/proboxer/849813,849813
97,129,"USA, Maryland, Accokeek",Jarrett Hurd,male,23,1,0,super welter,2012,2019,https://boxrec.com/en/proboxer/625960,625960
98,131,"USA, North Carolina, Kinston",Ike Ezeji,male,7,24,1,super welter,1998,2019,https://boxrec.com/en/proboxer/26754,26754
99,131,"USA, North Carolina, Kinston",Terrance Harris,male,0,2,0,super light,2017,2019,https://boxrec.com/en/proboxer/801084,801084
100,132,"USA, Virginia, Woodbridge",Jose Mario Flores,male,8,2,2,cruiser,2010,2019,https://boxrec.com/en/proboxer/549141,549141
101,133,"USA, Maryland, Clinton",Kareem Martin,male,13,2,1,super welter,2014,2019,https://boxrec.com/en/proboxer/679207,679207
102,133,"USA, Maryland, Clinton",Danny Kelly,male,10,3,1,heavy,2012,2019,https://boxrec.com/en/proboxer/622343,622343
103,133,"USA, Maryland, Fort Washington",Fatiou Fassinou,male,28,12,3,super feather,2001,2019,https://boxrec.com/en/proboxer/289868,289868
104,133,"USA, Maryland, Fort Washington",Marquel Johns,male,7,2,2,feather,2013,2019,https://boxrec.com/en/proboxer/672317,672317
105,133,"USA, Virginia, Coebum",Chandler Cole,male,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/880038,880038
106,133,"USA, Maryland, Fort Washington",Leonor Alcantara Perez,male,3,0,0,super middle,2017,2019,https://boxrec.com/en/proboxer/788582,788582
107,133,"USA, Maryland, Clinton",Jay Stancil III,male,1,0,0,,2019,2019,https://boxrec.com/en/proboxer/883628,883628
108,133,"USA, Virginia, Coebum",Adam Mays,male,0,2,1,super middle,2013,2019,https://boxrec.com/en/proboxer/662433,662433
109,135,"USA, Maryland, Upper Marlboro",Lamont Roach,male,19,0,1,super feather,2014,2019,https://boxrec.com/en/proboxer/683920,683920
110,135,"USA, Maryland, Upper Marlboro",Mykal Fox,male,21,1,0,welter,2014,2019,https://boxrec.com/en/proboxer/680112,680112
111,135,"USA, Maryland, Upper Marlboro",Alantez Fox,male,26,1,1,middle,2010,2019,https://boxrec.com/en/proboxer/540128,540128
112,135,"USA, Maryland, Upper Marlboro",Mike Balogun,male,15,0,0,heavy,2014,2019,https://boxrec.com/en/proboxer/702744,702744
113,135,"USA, Maryland, Upper Marlboro",Charles Johnson,male,1,4,0,cruiser,2018,2019,https://boxrec.com/en/proboxer/841197,841197
114,135,"USA, North Carolina, La Grange",Ricardo Vasquez Becerril,male,0,2,0,super middle,2019,2019,https://boxrec.com/en/proboxer/883602,883602
115,137,"USA, Maryland, Oxon Hill",Anthony Peterson,male,37,1,1,super light,2004,2019,https://boxrec.com/en/proboxer/272078,272078
116,137,"USA, Maryland, Oxon Hill",Alexander Johnson,male,17,4,1,light heavy,2007,2018,https://boxrec.com/en/proboxer/420062,420062
117,138,"USA, Virginia, Alexandria",Shakur Stevenson,male,13,0,0,feather,2017,2019,https://boxrec.com/en/proboxer/790719,790719
118,138,"USA, North Carolina, Goldsboro",Dewayne Beamon,male,16,2,2,super fly,2015,2019,https://boxrec.com/en/proboxer/728230,728230
119,138,"USA, Maryland, Temple Hills",D'Mitrius Ballard,male,20,0,0,super middle,2013,2019,https://boxrec.com/en/proboxer/640497,640497
120,138,"USA, Virginia, Alexandria",Brandon Quarles,male,21,5,1,middle,2010,2019,https://boxrec.com/en/proboxer/538527,538527
121,138,"USA, Maryland, Forestville",Jairus Gladney,male,1,1,0,heavy,2006,2018,https://boxrec.com/en/proboxer/349235,349235
122,138,"USA, North Carolina, Goldsboro",Isiah Florence,male,0,4,0,super feather,2016,2019,https://boxrec.com/en/proboxer/769833,769833
123,139,"USA, Maryland, Suitland",Lenwood Dozier,male,10,24,3,middle,2008,2019,https://boxrec.com/en/proboxer/435231,435231
124,139,"USA, Maryland, Suitland",Malik Loften,male,4,1,0,feather,2017,2019,https://boxrec.com/en/proboxer/799485,799485
125,139,"USA, Maryland, Suitland",Davonn Boone,male,1,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/873679,873679
126,140,"USA, Maryland, District Heights",Keeshawn Williams,male,6,0,1,welter,2017,2019,https://boxrec.com/en/proboxer/816785,816785
127,140,"USA, Maryland, District Heights",Renaldo Gaines,male,10,2,0,super feather,2012,2019,https://boxrec.com/en/proboxer/605403,605403
128,141,"USA, Maryland, Largo",Dominic Wade,male,20,1,0,light heavy,2009,2019,https://boxrec.com/en/proboxer/488033,488033
129,142,"USA, Maryland, Capitol Heights",Gary Allen Russell Jr,male,30,1,0,feather,2009,2019,https://boxrec.com/en/proboxer/479775,479775
130,142,"USA, Maryland, Capitol Heights",Gary Antuanne Russell,male,12,0,0,super light,2017,2019,https://boxrec.com/en/proboxer/789597,789597
131,142,"USA, Virginia, Culpeper",Roque Zapata,male,6,2,5,super welter,2016,2019,https://boxrec.com/en/proboxer/750961,750961
132,142,"USA, Maryland",Aaron Anderson,male,6,0,0,middle,2016,2019,https://boxrec.com/en/proboxer/781986,781986
133,142,"USA, Maryland, Seat Pleasant",James Early,male,4,5,0,super feather,2016,2019,https://boxrec.com/en/proboxer/740854,740854
134,143,"USA, District of Columbia, Washington",Marcus Bates,male,10,1,1,super bantam,2013,2019,https://boxrec.com/en/proboxer/654866,654866
135,143,"USA, District of Columbia, Washington",DeMarcus Corley,male,51,33,1,welter,1996,2019,https://boxrec.com/en/proboxer/19266,19266
136,143,"USA, District of Columbia, Washington",Dusty Hernandez Harrison,male,33,0,1,middle,2011,2019,https://boxrec.com/en/proboxer/571019,571019
137,143,"USA, District of Columbia, Washington",Gary Antonio Russell,male,16,0,0,bantam,2015,2019,https://boxrec.com/en/proboxer/708440,708440
138,143,"USA, District of Columbia, Washington",Tiara Brown,female,9,0,0,super feather,2016,2019,https://boxrec.com/en/proboxer/775470,775470
139,143,"USA, District of Columbia, Washington",Jordan White,male,9,1,0,super feather,2015,2019,https://boxrec.com/en/proboxer/740167,740167
140,143,"USA, District of Columbia, Washington",Shyngyskhan Tazhibay,male,9,0,0,welter,2015,2019,https://boxrec.com/en/proboxer/723195,723195
141,143,"USA, District of Columbia, Washington",Gregory Clark,male,4,4,1,super middle,2016,2019,https://boxrec.com/en/proboxer/776458,776458
142,143,"USA, District of Columbia, Washington",Daron Williams,male,8,1,0,super bantam,2015,2019,https://boxrec.com/en/proboxer/720835,720835
143,143,"USA, District of Columbia, Washington",Antonio Magruder,male,5,0,1,welter,2013,2018,https://boxrec.com/en/proboxer/651715,651715
144,143,"USA, District of Columbia, Washington",Cornell Hines,male,5,1,0,welter,2017,2019,https://boxrec.com/en/proboxer/793677,793677
145,143,"USA, District of Columbia, Washington",Lamont White,male,1,19,0,super light,2016,2019,https://boxrec.com/en/proboxer/763738,763738
146,143,"USA, District of Columbia, Washington",Nathaniel Copeland,male,1,1,0,heavy,2018,2019,https://boxrec.com/en/proboxer/860970,860970
147,143,"USA, District of Columbia, Washington",Daryl Fenton,male,1,5,1,super middle,2014,2019,https://boxrec.com/en/proboxer/706306,706306
148,143,"USA, District of Columbia, Washington",Dameron Kirby,male,0,4,0,light heavy,2017,2019,https://boxrec.com/en/proboxer/808890,808890
149,143,"USA, District of Columbia, Washington",Taurean Venable,male,0,1,0,welter,2019,2019,https://boxrec.com/en/proboxer/874896,874896
150,144,"USA, Maryland, Glenarden",Dravontay Speed Rawls,male,13,1,1,light,2015,2019,https://boxrec.com/en/proboxer/718270,718270
151,144,"USA, Virginia, Arlington",Filip Stankovic,male,6,1,0,super middle,2017,2019,https://boxrec.com/en/proboxer/804434,804434
152,144,"USA, Virginia, Arlington",Justin Ridgway,male,9,2,0,cruiser,2009,2019,https://boxrec.com/en/proboxer/488288,488288
153,145,"USA, Maryland, Bowie",Greg Outlaw,male,8,0,0,super light,2016,2019,https://boxrec.com/en/proboxer/775149,775149
154,145,"USA, Maryland, Landover",Tyrek Irby,male,9,0,0,welter,2016,2019,https://boxrec.com/en/proboxer/775473,775473
155,145,"USA, Maryland, Bowie",Marlon Bolen,male,2,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/833436,833436
156,145,"USA, Maryland, Annapolis",Karl Garcia Butler,male,0,2,0,welter,2017,2019,https://boxrec.com/en/proboxer/801740,801740
157,146,"USA, Maryland, Hyattsville",Cobia Breedy,male,14,0,0,feather,2014,2019,https://boxrec.com/en/proboxer/700925,700925
158,146,"USA, Maryland, Hyattsville",Patrick Harris,male,18,0,0,super light,2014,2019,https://boxrec.com/en/proboxer/688163,688163
159,148,"USA, North Carolina, Raleigh",Max Alexander,male,17,8,2,cruiser,2004,2018,https://boxrec.com/en/proboxer/265756,265756
160,148,"USA, North Carolina, Raleigh",Joel Caudle,male,8,4,2,heavy,2015,2019,https://boxrec.com/en/proboxer/727175,727175
161,148,"USA, North Carolina, Raleigh",Javon Campbell,male,1,1,0,feather,2019,2019,https://boxrec.com/en/proboxer/875574,875574
162,148,"USA, North Carolina, Raleigh",Robert Reid,male,0,1,0,super light,2018,2018,https://boxrec.com/en/proboxer/856843,856843
163,148,"USA, Maryland, Arnold",Blaze Fidler Hernandez,male,0,0,1,super feather,2019,2019,https://boxrec.com/en/proboxer/897807,897807
164,149,"USA, Maryland, Greenbelt",Sam Crossed,male,8,0,0,cruiser,2015,2018,https://boxrec.com/en/proboxer/737067,737067
165,150,"USA, Virginia, Haymarket",Juan Rodriguez,male,8,16,1,welter,2008,2019,https://boxrec.com/en/proboxer/475769,475769
166,151,"USA, Maryland, Bethesda",Alexandru Marin,male,18,0,0,super fly,2013,2019,https://boxrec.com/en/proboxer/656440,656440
167,151,"USA, Maryland, Silver Spring",Sulaiman Segawa,male,13,2,0,super feather,2013,2019,https://boxrec.com/en/proboxer/647067,647067
168,151,"USA, Maryland, Silver Spring",Edward Kakembo,male,10,8,0,feather,2013,2019,https://boxrec.com/en/proboxer/646974,646974
169,151,"USA, Maryland, Silver Spring",George Harris,male,4,0,0,heavy,2018,2019,https://boxrec.com/en/proboxer/849161,849161
170,151,"USA, Maryland, Silver Spring",Dieumerci Nzau,male,11,10,0,super light,2009,2019,https://boxrec.com/en/proboxer/532319,532319
171,151,"USA, Maryland, Silver Spring",Benjamin Borteye,male,4,8,0,welter,2008,2019,https://boxrec.com/en/proboxer/473852,473852
172,152,"USA, North Carolina, Willow Springs",Jose Ibarra,male,3,0,0,super feather,2018,2018,https://boxrec.com/en/proboxer/844927,844927
173,152,"USA, North Carolina, Willow Springs",Juan Ibarra,male,0,2,0,feather,2019,2019,https://boxrec.com/en/proboxer/881152,881152
174,153,"USA, Maryland, Odenton",David Veras Pena,male,0,2,1,super light,2018,2019,https://boxrec.com/en/proboxer/836889,836889
175,153,"USA, Maryland, Odenton",Dustin Michael Lanning,male,0,1,0,welter,2019,2019,https://boxrec.com/en/proboxer/887529,887529
176,154,"USA, North Carolina, Durham",Marklin Bailey,male,6,5,0,welter,2016,2019,https://boxrec.com/en/proboxer/760114,760114
177,154,"USA, North Carolina, Durham",Pablo Velez,male,7,4,1,super middle,2013,2019,https://boxrec.com/en/proboxer/641671,641671
178,154,"USA, North Carolina, Durham",Vernon Alston,male,8,8,1,light,2010,2019,https://boxrec.com/en/proboxer/536390,536390
179,155,"USA, Maryland, Laurel",Demond Nicholson,male,22,3,1,super middle,2013,2019,https://boxrec.com/en/proboxer/657991,657991
180,156,"USA, Montana, Laurel",David Dunn,male,1,0,0,,2019,2019,https://boxrec.com/en/proboxer/892403,892403
181,157,"USA, Maryland, Severn",Sherman Artis Jr,male,3,4,0,heavy,2010,2019,https://boxrec.com/en/proboxer/539660,539660
182,158,"USA, Maryland, Rockville",Francisco Bustos,male,9,1,0,middle,2015,2019,https://boxrec.com/en/proboxer/722909,722909
183,158,"USA, Virginia, Lynchburg",Jessi Hackett,male,1,2,0,welter,2018,2019,https://boxrec.com/en/proboxer/832081,832081
184,158,"USA, Virginia, Lynchburg",Joshua Robertson,male,7,12,0,cruiser,2010,2018,https://boxrec.com/en/proboxer/533917,533917
185,158,"USA, Virginia, Lynchburg",Princess Hairston,female,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/888367,888367
186,158,"USA, Virginia, Lynchburg",Owen Hylton,male,1,0,0,bantam,2019,2019,https://boxrec.com/en/proboxer/888364,888364
187,158,"USA, Virginia, Lynchburg",Tomas Williams,male,0,0,2,super middle,2017,2019,https://boxrec.com/en/proboxer/806698,806698
188,158,"USA, Virginia, Lynchburg",William Coles,male,0,0,1,super middle,2019,2019,https://boxrec.com/en/proboxer/875305,875305
189,158,"USA, Virginia, Lynchburg",Stanley Megginson,male,0,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/875306,875306
190,158,"USA, Virginia, Lynchburg",William Wilson,male,0,1,0,super welter,2019,2019,https://boxrec.com/en/proboxer/888368,888368
191,159,"USA, Maryland, Hanover",Justin Sykes,male,0,1,0,middle,2019,2019,https://boxrec.com/en/proboxer/863842,863842
192,162,"USA, Virginia, Ashburn",Tori Nelson,female,20,2,3,middle,2010,2019,https://boxrec.com/en/proboxer/536246,536246
193,162,"USA, Maryland, Elkridge",Dante Cox,male,4,1,0,light,2017,2019,https://boxrec.com/en/proboxer/801434,801434
194,162,"USA, Virginia, Ashburn",Allan Johnson,male,1,1,0,,2019,2019,https://boxrec.com/en/proboxer/887809,887809
195,163,"USA, Maryland, Columbia",Ashton Sykes,male,4,3,0,super middle,2017,2019,https://boxrec.com/en/proboxer/809122,809122
196,163,"USA, Maryland, Columbia",Kwame Ritter,male,4,0,0,cruiser,2014,2019,https://boxrec.com/en/proboxer/700134,700134
197,164,"USA, North Carolina, East Orange",Omar Ethridge,male,3,2,1,feather,2015,2019,https://boxrec.com/en/proboxer/721682,721682
198,164,"USA, Delaware, Dover",Eduardo Garcia,male,3,0,0,welter,2016,2018,https://boxrec.com/en/proboxer/781641,781641
199,165,"USA, Maryland, Montgomery Village",Gerome Quigley Jr,male,18,1,0,welter,2013,2019,https://boxrec.com/en/proboxer/664983,664983
200,165,"USA, Maryland, Dundalk",Dorian Bostic,male,1,0,0,,2019,2019,https://boxrec.com/en/proboxer/873870,873870
201,166,"USA, Maryland, Catonsville",Luther Smith,male,11,5,0,cruiser,2015,2019,https://boxrec.com/en/proboxer/708363,708363
202,166,"USA, Maryland, Germantown",Ebrima Jawara,male,3,1,0,feather,2019,2019,https://boxrec.com/en/proboxer/860263,860263
203,166,"USA, Virginia, Fishersville",Dalton Bamburg,male,4,1,0,welter,2017,2019,https://boxrec.com/en/proboxer/804524,804524
204,167,"USA, Maryland, Baltimore",Gervonta Davis,male,22,0,0,super feather,2013,2019,https://boxrec.com/en/proboxer/643387,643387
205,167,"USA, Maryland, Baltimore",Malik Hawkins,male,17,0,0,welter,2014,2019,https://boxrec.com/en/proboxer/700136,700136
206,167,"USA, Maryland, Baltimore",Travis Reeves,male,17,4,2,light heavy,2013,2019,https://boxrec.com/en/proboxer/646379,646379
207,167,"USA, Maryland, Baltimore",Glenn Dezurn,male,10,2,1,super bantam,2013,2019,https://boxrec.com/en/proboxer/653873,653873
208,167,"USA, Maryland, Baltimore",Samuel Kotey Neequaye,male,23,2,0,super light,2009,2019,https://boxrec.com/en/proboxer/525517,525517
209,167,"USA, Maryland, Baltimore",Franchon Crews Dezurn,female,6,1,0,super middle,2016,2019,https://boxrec.com/en/proboxer/778621,778621
210,167,"USA, Maryland, Baltimore",Jahmal Dyer,male,9,2,0,super feather,2017,2019,https://boxrec.com/en/proboxer/794138,794138
211,167,"USA, Maryland, Baltimore",Hasim Rahman Jr,male,8,0,0,heavy,2017,2019,https://boxrec.com/en/proboxer/790284,790284
